icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C22;Liver and intrahepatic bile ducts;185;-;-;-;-;-;1;1;4;1;5;8;24;33;31;24;38;9;6
C23;Gallbladder;21;-;-;-;-;-;-;1;-;2;1;1;-;2;1;7;4;2;-
C24;Biliary tract, NOS;84;-;-;-;-;-;-;-;-;1;2;4;7;10;9;19;15;8;9
C25;Pancreas;350;-;-;-;-;-;-;-;4;6;15;24;38;49;49;58;61;36;10
C26;Other ill-defined digestive organs;3;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-
C30;Nasal cavity and middle ear;13;-;-;-;-;-;-;-;1;-;-;-;1;3;3;3;1;-;1
C31;Accessory sinuses;41;-;-;-;1;-;-;-;2;-;2;4;5;6;3;9;5;3;1
C32;Larynx;344;-;-;-;-;-;-;-;2;2;10;27;57;72;63;54;31;17;9
C33;Trachea;9;-;-;-;-;-;-;-;-;-;1;1;-;2;-;1;3;1;-
C34;Bronchus and lung;3335;-;-;-;-;1;-;-;10;31;84;183;312;471;507;646;597;378;115
C37;Thymus;8;-;-;-;-;-;-;-;1;1;-;-;1;2;-;1;2;-;-
C38;Heart, mediastinum and pleura;12;-;-;-;1;3;-;1;1;-;-;-;1;2;-;2;1;-;-
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;22;-;2;3;2;-;4;3;1;1;-;2;2;-;-;-;2;-;-
C41;Bone and articular cartilage, NOS;22;-;1;1;1;-;1;-;-;1;1;1;1;3;2;2;3;3;1
C43;Malignant melanoma of skin;444;-;2;-;2;3;4;16;25;35;47;38;64;43;47;49;32;21;16
C44;Malignant neoplasms of skin;1338;-;-;-;-;2;1;3;6;16;22;36;49;101;140;180;289;259;234
C45;Mesothelioma;136;-;-;-;-;-;-;1;-;1;1;10;8;19;20;35;24;11;6
C46;Kaposi's sarcoma;15;-;-;-;-;-;1;3;3;2;-;-;1;-;1;1;-;2;1
C47,C49;Soft tissues;126;4;1;-;2;3;4;2;3;5;7;7;10;10;8;18;20;17;5
C48;Retroperitoneum and peritoneum;13;-;-;-;-;-;-;-;-;1;3;1;2;1;2;1;-;2;-
C50;Breast;54;-;-;-;-;1;-;-;1;-;4;3;4;9;14;7;3;4;4
C60;Penis;44;-;-;-;-;-;-;-;-;-;4;5;3;5;3;9;8;2;5
C61;Prostate;5968;-;-;-;1;-;-;-;2;9;72;304;571;882;1150;1148;1019;574;236
C62;Testis;171;-;-;-;6;25;38;33;32;18;8;5;1;2;-;1;1;1;-
C63;Male genital organs, NOS;8;-;-;-;-;-;1;1;-;-;-;1;2;-;-;2;-;1;-
C64;Kidney;575;3;1;-;1;1;1;4;6;16;24;46;78;55;94;100;87;48;10
C65;Renal pelvis;72;-;-;-;-;-;-;-;-;-;4;3;8;8;8;14;12;11;4
C66;Ureter;48;-;-;-;-;-;-;-;-;-;-;4;3;5;10;6;12;5;3
C67;Bladder;1046;-;-;-;-;1;-;-;2;6;20;33;62;110;124;203;203;178;104
C68;Urinary organs, NOS;12;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;3;3;-
C69;Eye and adnexa;38;3;-;-;-;-;-;-;1;4;-;6;4;6;1;6;4;3;-
C70;Meninges;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
C71;Brain;278;4;2;5;2;6;10;3;7;14;15;34;38;30;31;26;30;15;6
C72;Spinal cord, cranial nerves and CNS, NOS;7;2;-;1;1;-;-;-;-;1;-;1;-;-;1;-;-;-;-
C73;Thyroid gland;77;-;-;1;2;2;2;5;5;7;8;6;14;7;6;6;3;2;1
C74;Adrenal gland;8;2;1;1;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-
C75;Endocrine glands, NOS;3;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-
C81;Hodgkin's disease;88;-;1;-;8;10;11;6;6;10;13;6;3;5;-;2;3;3;1
C82-C85;Non-Hodgkin-lymphoma;624;1;2;3;4;7;12;13;18;18;32;50;63;68;73;94;86;48;32
C88;Malignant immunoproliferative diseases;26;-;-;-;-;-;-;-;-;2;-;2;3;5;3;3;3;4;1
C90;Multiple myeloma;261;-;-;-;-;-;-;1;1;7;11;13;19;32;41;52;43;21;20
C91;Lymphoid leukaemia;260;8;4;4;2;2;1;3;6;10;11;20;24;31;40;33;31;21;9
C92;Myeloid leukaemia;193;1;-;1;3;1;2;5;6;4;7;8;12;19;30;35;33;20;6
C93;Monocytic leukaemia;10;-;-;-;-;-;-;-;2;-;-;-;1;1;1;3;2;-;-
C94-C95;Leukaemia other;11;-;-;-;-;-;-;-;-;-;-;1;1;1;2;1;4;1;-
C96;Lymphoid, haematopoietic and related tissue, NOS;7;1;-;-;1;-;-;1;-;-;2;-;1;-;-;-;1;-;-
C76;Other and ill-defined sites;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C80;Unknown primary site;315;-;-;-;-;-;-;2;1;12;9;21;23;46;32;55;62;32;20
MPD;Myeloproliferative Disorders;146;-;-;-;-;1;1;2;2;3;6;11;13;14;15;25;27;16;10
MDS;Myelodysplastic syndromes;197;1;-;1;1;1;-;1;3;3;4;4;10;13;24;37;41;36;17
Total;;21404;30;18;22;42;75;99;132;194;310;634;1220;2010;2745;3137;3665;3553;2348;1170
Total excl. non-melanoma;;20066;30;18;22;42;73;98;129;188;294;612;1184;1961;2644;2997;3485;3264;2089;936
Total excl. non-melanoma and MDS, MPD;;19723;29;18;21;41;71;97;126;183;288;602;1169;1938;2617;2958;3423;3196;2037;909
