icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C33;Trachea;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-
C34;Bronchus and lung;814;-;-;-;-;1;-;-;6;15;48;77;118;144;113;107;100;56;29
C37;Thymus;9;-;-;-;-;-;-;-;1;1;1;-;2;2;-;-;-;2;-
C38;Heart, mediastinum and pleura;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;7;-;-;-;-;-;1;1;2;1;-;1;-;1;-;-;-;-;-
C41;Bone and articular cartilage, NOS;7;-;-;-;-;-;2;-;-;-;1;-;1;-;-;2;-;1;-
C43;Malignant melanoma of skin;459;-;1;2;5;19;37;28;39;49;46;32;43;36;26;27;25;21;23
C44;Malignant neoplasms of skin;478;-;-;-;-;1;2;1;3;9;11;22;27;33;25;48;75;83;138
C45;Mesothelioma;10;-;-;-;-;-;-;-;-;-;-;-;2;1;1;4;-;2;-
C46;Kaposi's sarcoma;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
C47,C49;Soft tissues;41;-;-;-;2;-;2;1;3;1;3;3;2;3;4;2;4;3;8
C48;Retroperitoneum and peritoneum;12;1;-;-;-;-;-;-;-;1;-;1;1;-;2;2;-;-;4
C50;Breast;3250;-;-;-;-;4;8;36;88;203;333;402;449;484;294;296;266;212;175
C51;Vulva;69;-;-;-;-;-;1;1;-;2;5;9;5;6;10;3;7;10;10
C52;Vagina;12;1;-;-;-;-;-;-;-;-;1;2;-;1;2;-;2;2;1
C53;Cervix uteri;206;-;-;-;-;3;6;9;23;24;31;23;19;15;13;9;12;8;11
C54;Corpus uteri;474;-;-;-;-;-;1;-;1;5;14;20;48;78;71;63;76;57;40
C55;Uterus;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
C56;Ovary;272;1;-;-;1;1;1;2;2;10;13;19;27;47;31;40;37;26;14
C57;Female genital organs, NOS;15;-;-;-;-;-;-;-;-;-;1;1;1;3;-;3;4;2;-
C58;Placenta;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C64;Kidney;144;-;1;-;-;-;-;2;4;7;6;15;14;16;17;24;24;9;5
C65;Renal pelvis;23;-;-;-;-;-;-;-;-;-;1;1;2;2;2;2;6;2;5
C66;Ureter;13;-;-;-;-;-;-;-;-;-;-;1;2;-;2;2;2;2;2
C67;Bladder;142;-;-;-;-;-;-;-;1;2;1;5;10;17;11;13;22;29;31
C68;Urinary organs, NOS;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1
C69;Eye and adnexa;14;2;-;-;-;-;-;-;-;-;1;2;1;1;1;3;1;2;-
C70;Meninges;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-
C71;Brain;102;6;3;1;2;1;3;6;1;1;7;9;12;11;8;7;17;2;5
C72;Spinal cord, cranial nerves and CNS, NOS;3;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-
C73;Thyroid gland;277;-;-;-;5;7;14;20;28;23;31;35;43;23;19;10;7;8;4
C74;Adrenal gland;6;1;-;-;1;-;1;-;-;-;-;1;-;1;-;1;-;-;-
C75;Endocrine glands, NOS;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-
C81;Hodgkin's disease;53;-;-;1;8;7;9;4;5;4;2;2;2;1;3;1;3;-;1
C82-C86;Non-Hodgkin-lymphoma;286;-;1;-;1;3;1;9;7;7;17;13;17;27;29;28;50;45;31
C88;Malignant immunoproliferative diseases;36;-;-;-;-;-;1;-;3;-;3;1;1;1;3;5;9;5;4
C90;Multiple myeloma;92;-;-;-;-;-;-;1;-;1;2;1;8;8;17;14;21;13;6
C91;Lymphoid leukaemia;127;6;2;3;3;-;-;-;-;2;7;10;9;15;15;13;18;13;11
C92;Myeloid leukaemia;82;2;-;1;1;1;1;2;3;4;8;3;5;3;10;10;9;10;9
C93;Monocytic leukaemia;15;-;-;-;-;-;-;1;-;1;2;-;1;-;2;4;1;2;1
C94-C95;Leukaemia other;6;-;-;-;-;-;-;-;-;1;-;1;2;-;-;2;-;-;-
C96;Lymphoid, haematopoietic and related tissue, NOS;4;-;-;-;1;-;-;1;-;1;-;-;-;1;-;-;-;-;-
C76;Other and ill-defined sites;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-
C80;Unknown primary site;147;-;-;-;-;-;1;-;3;1;9;8;12;16;13;16;22;21;25
MPD;Myeloproliferative Disorders;61;-;-;1;-;-;1;-;-;3;4;6;2;4;4;10;11;10;5
MDS;Myelodysplastic syndromes;83;1;1;-;-;-;2;1;-;-;1;5;3;5;7;10;13;17;17
Total;;9906;22;13;10;32;55;99;139;244;414;674;867;1063;1238;964;1024;1159;986;903
Total excl. non-melanoma;;9428;22;13;10;32;54;97;138;241;405;663;845;1036;1205;939;976;1084;903;765
Total excl. non-melanoma and MDS, MPD;;9284;21;12;9;32;54;94;137;241;402;658;834;1031;1196;928;956;1060;876;743
ICD10 - Version 2010;;;;;;;;;;;;;;;;;;;;
