icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C48;Retroperitoneum and peritoneum;37;2;-;-;-;-;2;-;1;2;1;-;3;8;4;5;4;1;4
C50;Breast;113;-;-;1;-;-;-;1;-;4;2;5;8;15;18;21;14;12;12
C60;Penis;122;-;-;-;-;-;-;-;2;-;4;8;9;15;13;21;20;16;14
C61;Prostate;11774;-;-;-;-;-;-;-;1;8;75;351;1000;1713;2341;2504;2013;1174;594
C62;Testis;435;2;1;-;8;28;71;107;77;56;27;16;9;11;5;8;6;1;2
C63;Male genital organs, NOS;20;-;-;-;-;-;1;1;1;1;-;1;3;3;3;1;2;1;2
C64;Kidney;1297;6;-;1;-;-;2;9;9;29;69;81;156;165;217;205;164;108;76
C65;Renal pelvis;134;-;-;-;-;-;-;-;-;-;1;1;8;14;20;26;24;26;14
C66;Ureter;145;-;-;-;-;-;-;-;1;-;1;1;3;13;22;32;27;28;17
C67;Bladder;2096;-;-;-;-;-;1;2;1;5;32;38;104;198;297;385;360;342;331
C68;Urinary organs, NOS;63;2;-;-;-;-;-;-;-;-;-;2;-;5;6;12;16;8;12
C69;Eye and adnexa;74;2;-;-;-;-;-;1;3;3;7;6;10;11;6;2;6;9;8
C70;Meninges;7;-;-;-;1;-;-;-;2;-;2;-;-;-;2;-;-;-;-
C71;Brain;516;8;12;6;3;6;10;14;16;15;26;38;60;55;72;63;61;31;20
C72;Spinal cord, cranial nerves and CNS, NOS;10;-;-;1;-;-;1;-;2;-;2;1;1;-;1;1;-;-;-
C73;Thyroid gland;309;1;-;1;2;6;9;10;11;25;37;22;31;43;44;26;26;9;6
C74;Adrenal gland;51;6;-;-;-;1;1;2;3;3;7;4;7;3;4;8;-;1;1
C75;Endocrine glands, NOS;23;1;-;1;1;2;2;1;2;1;1;2;1;-;2;2;3;1;-
C81;Hodgkin lymphoma;197;-;1;5;7;24;19;25;12;20;10;7;11;12;16;16;6;5;1
C82-C86;Non-Hodgkin-lymphoma;1183;4;8;8;6;8;10;10;20;25;49;76;97;116;157;183;146;142;118
C88;Malignant immunoproliferative diseases;238;-;-;1;-;-;1;2;2;5;8;8;19;29;30;47;31;27;28
C90;Multiple myeloma;569;-;-;-;-;1;1;2;7;4;7;32;48;70;86;97;89;74;51
C91;Lymphoid leukaemia;619;26;18;10;7;6;2;6;12;13;27;35;57;62;82;96;55;49;56
C92;Myeloid leukaemia;384;-;2;5;2;6;6;4;12;12;11;22;27;28;47;56;55;41;48
C93;Monocytic leukaemia;117;1;-;1;-;-;-;2;1;2;-;2;2;8;13;24;21;20;20
C94-C95;Leukaemia other;30;2;1;-;-;1;-;-;1;1;1;1;-;3;5;7;3;4;-
C96;Lymphoid, haematopoietic and related tissue, NOS;19;2;-;-;1;-;1;2;-;1;1;1;1;3;3;2;1;-;-
C76;Other and ill-defined sites;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
C80;Unknown primary site;385;1;-;-;-;-;1;1;2;4;6;17;26;36;53;71;55;63;49
MPN;Myeloproliferative neoplasms;478;-;-;-;2;1;3;7;5;12;28;29;34;42;65;92;55;59;44
MDS;Myelodysplastic syndromes;533;1;1;1;1;-;3;-;-;2;3;9;20;39;50;106;125;93;79
Total;;46456;78;49;60;58;128;207;314;390;566;963;1829;3573;5473;7172;8204;7097;5564;4731
Total excl. non-melanoma;;40615;78;49;60;58;126;203;312;378;532;919;1730;3408;5146;6691;7385;6071;4327;3142
Total excl. non-melanoma and MDS, MPN;;39604;77;48;59;55;125;197;305;373;518;888;1692;3354;5065;6576;7187;5891;4175;3019
