icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C62;Testis;353;2;1;-;5;37;81;66;58;37;21;20;9;6;2;1;5;2;-
C63;Male genital organs, NOS;15;-;-;-;-;-;-;-;-;-;-;2;-;1;1;4;1;2;4
C64;Kidney;1060;7;1;-;-;1;2;8;20;27;57;102;116;143;186;115;140;91;44
C65;Renal pelvis;150;-;-;-;-;-;-;-;1;2;3;6;5;18;25;24;27;26;13
C66;Ureter;103;-;-;-;-;-;-;-;-;-;3;1;-;11;19;18;21;12;18
C67;Bladder;1881;1;-;-;-;-;-;1;5;8;32;50;111;196;306;273;335;314;249
C68;Urinary organs, NOS;62;-;-;-;-;-;-;-;-;-;2;1;2;4;10;6;12;17;8
C69;Eye and adnexa;74;5;-;-;-;-;1;-;3;1;4;7;11;4;13;14;3;6;2
C70;Meninges;6;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;1;-;1
C71;Brain;518;12;11;10;5;10;18;22;17;18;28;40;42;72;62;53;52;28;18
C72;Spinal cord, cranial nerves and CNS, NOS;22;1;1;1;-;-;2;3;3;1;-;-;6;2;2;-;-;-;-
C73;Thyroid gland;250;-;-;1;-;7;10;13;21;13;20;18;28;36;29;25;20;5;4
C74;Adrenal gland;47;6;1;1;1;1;1;3;1;2;7;3;9;3;1;6;-;1;-
C75;Endocrine glands, NOS;10;-;1;-;-;2;-;-;-;-;1;1;-;1;1;-;-;3;-
C81;Hodgkin's disease;192;2;2;3;17;24;17;21;21;14;12;13;8;4;9;4;9;7;5
C82-C86;Non-Hodgkin-lymphoma;1160;5;9;5;11;10;7;14;18;34;50;68;106;142;158;134;171;136;82
C88;Malignant immunoproliferative diseases;170;-;-;-;1;-;1;1;3;1;15;12;15;30;20;18;21;24;8
C90;Multiple myeloma;450;-;-;-;-;-;-;-;2;3;10;33;34;64;74;68;74;54;34
C91;Lymphoid leukaemia;560;32;10;7;7;7;6;4;6;14;21;41;54;66;82;67;58;54;24
C92;Myeloid leukaemia;337;4;-;2;1;4;5;5;7;11;17;18;25;35;37;40;46;46;34
C93;Monocytic leukaemia;85;-;-;-;-;-;-;1;1;2;2;3;2;7;11;18;15;9;14
C94-C95;Leukaemia other;24;-;-;1;-;-;-;-;-;1;-;2;-;3;5;3;5;1;3
C96;Lymphoid, haematopoietic and related tissue, NOS;23;5;3;2;1;2;1;2;1;-;1;-;2;-;1;-;2;-;-
C76;Other and ill-defined sites;7;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1
C80;Unknown primary site;443;-;-;-;-;-;2;2;2;9;12;19;39;60;62;61;53;65;57
MPD;Myeloproliferative Disorders;293;-;1;1;-;-;1;-;4;9;16;23;22;38;37;33;60;28;20
MDS;Myelodysplastic syndromes;474;-;1;-;-;1;-;3;3;1;4;15;24;37;57;73;106;79;70
Total;;38080;91;54;46;73;150;216;261;357;500;1026;2105;3395;4827;6056;5507;5695;4595;3126
Total excl. non-melanoma;;34542;91;54;44;70;148;209;250;346;480;980;2035;3253;4647;5750;4991;5019;3842;2333
Total excl. non-melanoma and MDS, MPD;;33775;91;52;43;70;147;208;247;339;470;960;1997;3207;4572;5656;4885;4853;3735;2243
