icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C41;Bone and articular cartilage, NOS;21;-;-;1;-;-;1;-;1;1;-;2;1;3;2;4;2;3;-
C43;Melanoma of skin;1309;-;-;-;1;12;28;48;64;77;123;160;171;127;113;122;94;86;83
C44;Malignant neoplasms of skin;2624;-;-;1;1;3;-;2;8;15;23;63;124;162;225;324;386;494;793
C45;Mesothelioma;29;-;-;-;-;-;-;-;-;-;-;2;1;4;2;5;4;8;3
C46;Kaposi's sarcoma;7;-;-;-;-;-;1;1;-;1;-;-;1;-;-;1;1;1;-
C47,C49;Soft tissues;115;6;-;-;2;1;-;1;5;4;7;8;6;8;12;13;11;12;19
C48;Retroperitoneum and peritoneum;47;3;-;-;-;-;1;2;-;1;2;2;6;5;3;4;8;7;3
C50;Breast;6308;-;-;-;-;5;38;98;168;346;530;677;722;813;749;647;546;467;502
C51;Vulva;145;-;-;-;-;1;-;1;5;7;5;7;8;14;20;18;17;17;25
C52;Vagina;25;-;-;-;-;-;-;-;-;-;-;1;4;1;4;2;2;5;6
C53;Cervix uteri;329;-;-;-;-;2;7;14;36;46;37;34;36;34;19;19;14;23;8
C54;Corpus uteri;792;-;-;-;-;-;2;1;5;5;19;28;65;110;104;144;128;114;67
C55;Uterus;7;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;-;3
C56;Ovary;489;-;-;1;2;2;4;2;5;7;13;33;52;54;65;74;69;52;54
C57;Female genital organs, NOS;71;-;-;-;1;-;-;-;1;-;2;7;4;7;14;13;8;8;6
C58;Placenta;4;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-
C64;Kidney;422;5;-;-;-;-;-;3;2;6;13;28;28;37;70;60;54;63;53
C65;Renal pelvis;53;-;-;-;-;-;-;-;-;-;-;1;1;1;7;11;12;7;13
C66;Ureter;35;-;-;-;-;-;-;-;-;-;1;-;3;2;4;7;4;7;7
C67;Bladder;312;-;-;-;-;-;-;1;1;3;4;6;14;27;39;38;52;57;70
C68;Urinary organs, NOS;5;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;-;-
C69;Eye and adnexa;39;2;-;-;-;-;-;-;1;1;2;2;5;6;5;3;6;3;3
C70;Meninges;7;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;2;2;-
C71;Brain;215;3;4;1;-;2;1;11;7;13;17;23;15;20;21;26;23;13;15
C72;Spinal cord, cranial nerves and CNS, NOS;6;-;-;-;-;-;1;1;-;-;2;-;-;1;-;1;-;-;-
C73;Thyroid gland;306;-;1;1;6;6;13;24;36;32;30;28;26;14;29;21;14;14;11
C74;Adrenal gland;29;1;1;1;-;-;-;-;2;1;1;2;3;3;5;2;4;2;1
C75;Endocrine glands, NOS;8;-;-;-;-;-;-;-;1;1;1;-;1;-;-;3;-;1;-
C81;Hodgkin lymphoma;90;-;-;2;9;12;15;9;7;5;3;1;5;3;7;2;3;4;3
C82-C86;Non-Hodgkin-lymphoma;557;1;-;2;3;2;3;9;7;9;20;30;41;53;68;85;79;81;64
C88;Malignant immunoproliferative diseases;109;-;-;-;-;-;-;-;-;2;4;5;14;16;13;19;17;11;8
C90;Multiple myeloma;237;-;-;-;-;-;-;3;6;2;6;7;12;19;27;42;47;37;29
C91;Lymphoid leukaemia;226;10;3;-;1;1;1;1;-;6;3;10;17;21;27;40;38;23;24
C92;Myeloid leukaemia;191;-;2;1;-;1;5;5;3;7;3;17;21;13;21;26;21;17;28
C93;Monocytic leukaemia;46;-;-;-;1;-;-;-;-;-;1;-;-;-;9;3;12;9;11
C94-C95;Leukaemia other;8;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;5
C96;Lymphoid, haematopoietic and related tissue, NOS;9;-;-;-;-;1;-;1;1;-;-;-;3;-;3;-;-;-;-
C76;Other and ill-defined sites;4;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;1;-
C80;Unknown primary site;174;-;-;-;-;-;-;-;2;1;2;10;12;15;19;29;21;25;38
MPN;Myeloproliferative neoplasms;214;-;-;-;-;-;2;1;4;5;7;5;14;17;20;42;32;33;32
MDS;Myelodysplastic syndromes;173;-;-;2;-;-;1;-;-;1;2;10;5;19;22;28;25;25;33
Total;;21644;31;15;21;31;64;140;268;423;686;1021;1519;1865;2333;2574;2792;2534;2535;2792
Total excl. non-melanoma;;19020;31;15;20;30;61;140;266;415;671;998;1456;1741;2171;2349;2468;2148;2041;1999
Total excl. non-melanoma and MDS, MPN;;18633;31;15;18;30;61;137;265;411;665;989;1441;1722;2135;2307;2398;2091;1983;1934
