icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C20;Rectum;1224;-;-;-;-;-;2;3;13;13;52;76;126;161;168;203;157;130;120
C21;Anus and anal canal;82;-;-;-;-;-;-;-;1;3;4;8;6;14;9;5;14;10;8
C22;Liver and intrahepatic bile ducts;769;3;-;-;-;2;1;5;6;6;9;36;67;102;154;142;118;76;42
C23;Gallbladder;42;-;-;-;-;-;-;-;-;1;1;-;2;2;8;5;8;8;7
C24;Biliary tract, NOS;193;-;-;-;-;-;-;-;1;1;6;13;11;22;34;33;27;29;16
C25;Pancreas;1028;-;-;1;-;1;2;2;8;15;18;58;79;123;156;187;168;125;85
C26;Other ill-defined digestive organs;19;-;-;-;-;-;-;-;-;1;-;1;4;2;2;4;2;-;3
C30;Nasal cavity and middle ear;53;-;-;-;-;-;-;-;-;1;2;4;6;7;2;10;9;4;8
C31;Accessory sinuses;43;-;-;-;1;-;-;1;-;-;5;1;4;7;6;8;6;2;2
C32;Larynx;430;-;-;-;-;-;-;-;-;6;12;30;45;78;80;77;60;24;18
C33;Trachea;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-
C34;Bronchus and lung;5563;-;-;-;-;-;2;6;14;40;89;208;456;742;1015;1144;825;635;387
C37;Thymus;61;-;-;-;-;1;-;2;2;6;1;3;13;7;8;8;7;2;1
C38;Heart, mediastinum and pleura;22;1;-;-;-;-;-;2;-;1;3;-;1;2;3;-;2;2;5
C39;Respiratory system and intrathoracic organs, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C40;Bone and articular cartilage of limbs;36;-;1;3;6;5;2;-;1;2;1;3;5;1;2;-;2;1;1
C41;Bone and articular cartilage, NOS;50;1;1;2;4;2;2;3;3;1;2;1;5;7;5;5;3;2;1
C43;Melanoma of skin;1656;-;-;1;2;9;13;30;50;74;110;151;213;206;188;221;171;127;90
C44;Malignant neoplasms of skin;5325;2;-;1;1;3;4;5;13;27;48;57;156;276;458;807;889;1137;1441
C45;Mesothelioma;213;-;-;-;-;-;-;-;-;2;-;2;7;18;32;41;41;39;31
C46;Kaposi's sarcoma;46;-;-;-;-;1;1;4;2;3;3;4;4;8;3;3;6;1;3
C47,C49;Soft tissues;208;4;2;3;5;2;4;5;8;9;6;10;15;12;19;24;33;25;22
C48;Retroperitoneum and peritoneum;32;2;-;-;-;1;-;-;-;1;-;2;4;4;4;4;3;6;1
C50;Breast;103;-;-;-;-;1;-;1;-;1;1;10;12;19;15;12;16;6;9
C60;Penis;97;-;-;-;-;-;-;-;1;1;3;2;9;12;15;18;10;15;11
C61;Prostate;9706;-;-;-;-;-;-;-;-;8;80;311;758;1309;2037;2117;1579;984;523
C62;Testis;440;1;-;1;6;50;67;87;73;56;35;24;12;13;8;4;2;-;1
C63;Male genital organs, NOS;16;-;-;-;-;-;-;-;-;-;2;1;1;2;3;2;3;1;1
C64;Kidney;1276;9;1;1;-;-;5;4;10;33;57;88;116;182;210;217;145;108;90
C65;Renal pelvis;159;-;-;-;-;-;-;-;1;-;1;2;15;17;15;41;24;22;21
C66;Ureter;121;-;-;-;-;-;-;-;-;-;2;3;6;10;17;26;23;18;16
C67;Bladder;1854;-;-;-;-;-;-;-;4;5;20;43;84;166;301;333;304;294;300
C68;Urinary organs, NOS;63;-;-;-;-;-;-;-;-;-;1;-;2;4;13;13;15;4;11
C69;Eye and adnexa;71;4;-;-;-;-;-;-;1;3;4;7;4;10;9;11;7;11;-
C70;Meninges;7;-;-;-;-;-;-;-;-;-;2;-;-;1;2;-;-;1;1
C71;Brain;464;7;10;8;5;5;15;10;18;23;29;34;51;56;55;52;36;27;23
C72;Spinal cord, cranial nerves and CNS, NOS;14;2;-;1;1;2;2;1;1;2;-;1;1;-;-;-;-;-;-
C73;Thyroid gland;231;-;-;-;-;5;7;7;10;17;27;23;20;23;32;24;23;10;3
C74;Adrenal gland;37;4;-;-;-;-;1;1;4;1;7;3;2;4;2;4;3;1;-
C75;Endocrine glands, NOS;16;-;-;-;-;2;1;1;1;1;1;4;1;2;-;-;2;-;-
C81;Hodgkin lymphoma;187;-;2;5;14;19;23;14;20;16;7;12;11;14;10;6;7;3;4
C82-C86;Non-Hodgkin-lymphoma;1146;3;6;3;13;8;9;13;21;24;47;67;107;117;128;185;152;150;93
C88;Malignant immunoproliferative diseases;206;-;-;-;-;-;2;2;2;4;3;10;14;14;40;38;27;27;23
C90;Multiple myeloma;549;-;-;-;-;-;1;-;3;10;11;38;47;56;76;84;90;85;48
C91;Lymphoid leukaemia;550;15;10;13;7;1;5;7;7;10;20;36;48;67;83;73;51;61;36
C92;Myeloid leukaemia;403;3;1;1;2;6;9;9;13;12;12;21;28;37;50;66;55;46;32
C93;Monocytic leukaemia;113;-;-;-;-;-;1;2;1;-;3;-;3;6;11;21;22;28;15
C94-C95;Leukaemia other;13;-;1;-;-;-;-;-;1;-;1;-;-;1;1;2;1;4;1
C96;Lymphoid, haematopoietic and related tissue, NOS;12;1;-;-;1;-;1;-;1;1;-;-;1;4;-;1;1;-;-
C76;Other and ill-defined sites;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-
C80;Unknown primary site;344;-;-;-;-;-;-;3;2;4;11;12;24;39;55;52;50;43;49
MPN;Myeloproliferative neoplasms;420;-;-;-;1;-;1;5;6;11;13;27;42;42;59;77;55;53;28
MDS;Myelodysplastic syndromes;516;-;-;4;2;1;-;-;-;1;3;10;19;34;58;111;84;99;90
Total;;42165;62;36;49;74;133;201;268;374;537;937;1794;3228;4814;6546;7528;6076;5171;4337
Total excl. non-melanoma;;36840;60;36;48;73;130;197;263;361;510;889;1737;3072;4538;6088;6721;5187;4034;2896
Total excl. non-melanoma and MDS, MPN;;35904;60;36;44;70;129;196;258;355;498;873;1700;3011;4462;5971;6533;5048;3882;2778
