icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C46;Kaposi's sarcoma;8;-;-;-;-;-;-;1;-;1;-;-;-;-;2;-;1;2;1
C47,C49;Soft tissues;134;4;-;2;4;1;4;4;7;6;5;6;12;8;18;11;14;14;14
C48;Retroperitoneum and peritoneum;48;2;-;-;-;1;-;1;-;3;1;3;1;5;10;6;8;4;3
C50;Breast;10695;-;-;-;-;8;43;139;275;603;1100;1262;1216;1342;1373;963;867;780;724
C51;Vulva;226;-;-;-;-;-;1;2;4;6;9;6;15;28;22;22;25;27;59
C52;Vagina;40;-;-;-;-;-;-;-;-;1;1;2;2;5;2;5;3;4;15
C53;Cervix uteri;633;-;-;-;-;4;18;38;63;80;76;69;60;71;42;35;36;20;21
C54;Corpus uteri;1395;-;-;-;1;1;3;2;8;12;32;79;131;193;231;197;201;172;132
C55;Uterus;10;-;-;-;-;-;-;-;-;1;-;1;-;-;2;1;1;2;2
C56;Ovary;766;-;1;2;1;4;5;9;15;22;34;64;75;101;98;94;100;86;55
C57;Female genital organs, NOS;97;-;-;-;-;-;-;-;-;3;5;4;9;10;19;12;17;11;7
C58;Placenta;9;-;-;-;1;-;2;3;2;-;1;-;-;-;-;-;-;-;-
C64;Kidney;620;4;1;-;1;-;2;2;11;13;32;41;55;75;88;77;85;84;49
C65;Renal pelvis;84;-;-;-;-;-;-;1;1;1;1;-;3;7;8;18;19;16;9
C66;Ureter;45;-;-;-;-;-;-;-;-;-;1;1;2;3;3;4;7;7;17
C67;Bladder;483;-;-;-;-;-;-;-;2;3;6;19;23;47;52;38;78;97;118
C68;Urinary organs, NOS;11;-;-;-;-;-;-;-;-;-;-;-;1;2;4;1;1;-;2
C69;Eye and adnexa;67;3;-;-;1;-;-;1;2;2;4;4;9;9;7;6;6;3;10
C70;Meninges;7;1;-;-;-;-;-;-;-;-;2;-;-;-;3;1;-;-;-
C71;Brain;313;8;9;3;6;6;11;7;13;10;23;24;25;39;27;31;38;21;12
C72;Spinal cord, cranial nerves and CNS, NOS;5;-;-;-;-;-;-;2;-;-;-;-;-;1;1;1;-;-;-
C73;Thyroid gland;691;-;1;6;8;19;36;47;61;58;84;72;81;67;58;30;35;19;9
C74;Adrenal gland;54;5;5;-;-;1;1;4;-;4;2;4;10;5;5;4;1;1;2
C75;Endocrine glands, NOS;17;-;-;-;1;1;2;-;1;-;2;3;-;4;1;-;-;1;1
C81;Hodgkin's disease;131;-;1;5;13;11;17;19;11;11;2;3;8;4;4;5;5;9;3
C82-C86;Non-Hodgkin-lymphoma;902;1;3;1;4;5;11;9;14;22;23;45;66;94;110;129;144;115;106
C88;Malignant immunoproliferative diseases;130;-;-;-;-;2;1;2;5;3;5;9;10;14;20;16;16;17;10
C90;Multiple myeloma;312;-;-;-;-;1;1;-;2;5;7;19;27;21;46;50;51;49;33
C91;Lymphoid leukaemia;413;18;11;4;3;2;2;5;1;6;17;26;38;39;54;59;50;51;27
C92;Myeloid leukaemia;277;1;3;3;2;3;4;8;8;7;14;14;21;29;38;36;28;28;30
C93;Monocytic leukaemia;50;1;-;1;1;-;-;1;1;-;2;3;4;6;3;3;6;7;11
C94-C95;Leukaemia other;21;2;-;-;-;-;1;-;-;-;3;-;-;3;1;4;6;-;1
C96;Lymphoid, haematopoietic and related tissue, NOS;19;4;3;1;1;1;-;-;-;1;2;3;-;-;-;-;2;1;-
C76;Other and ill-defined sites;11;-;-;-;-;-;-;-;-;1;1;1;-;-;1;1;1;2;3
C80;Unknown primary site;438;-;-;-;-;-;-;1;2;4;7;26;33;41;48;52;60;76;88
MPD;Myeloproliferative Disorders;368;2;-;2;-;-;3;8;7;8;17;18;26;29;50;53;54;54;37
MDS;Myelodysplastic syndromes;324;1;1;2;-;3;2;4;4;5;5;9;11;18;33;41;59;61;65
Total;;33456;61;44;48;71;126;262;448;731;1248;2024;2696;3123;3732;4108;3628;3766;3671;3669
Total excl. non-melanoma;;30945;61;44;48;70;121;252;444;724;1219;1976;2622;3027;3573;3919;3366;3383;3175;2921
Total excl. non-melanoma and MDS, MPD;;30253;58;43;44;70;118;247;432;713;1206;1954;2595;2990;3526;3836;3272;3270;3060;2819
