icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C82-C86;Non-Hodgkin-lymphoma;278;-;-;-;1;1;2;3;7;8;12;27;26;27;35;39;32;31;27
C88;Malignant immunoproliferative diseases;58;-;-;-;-;-;-;1;1;-;7;2;4;5;6;7;10;7;8
C90;Multiple myeloma;136;-;-;-;-;-;-;-;1;4;3;9;14;10;21;23;16;24;11
C91;Lymphoid leukaemia;141;8;4;-;2;-;1;-;2;2;7;6;13;14;18;23;16;11;14
C92;Myeloid leukaemia;117;-;2;-;4;2;2;3;5;7;4;5;7;10;17;13;20;6;10
C93;Monocytic leukaemia;22;-;-;-;-;-;-;-;-;1;-;2;-;2;2;5;1;2;7
C94-C95;Leukaemia other;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
C96;Lymphoid, haematopoietic and related tissue, NOS;4;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;-
C76;Other and ill-defined sites;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
C80;Unknown primary site;115;-;-;-;-;-;-;-;-;1;3;9;8;13;16;10;17;16;22
MPN;Myeloproliferative neoplasms;113;1;-;-;1;-;-;2;2;2;6;3;8;13;14;12;8;20;21
MDS;Myelodysplastic syndromes;134;-;-;1;-;-;-;-;1;-;2;3;7;18;11;15;19;27;30
Total;;11342;25;15;5;35;36;79;151;261;401;624;856;1048;1393;1468;1447;1169;1107;1222
Total excl. non-melanoma;;10496;25;15;5;35;35;78;149;259;397;605;833;1008;1338;1396;1330;1059;961;968
Total excl. non-melanoma and MDS, MPN;;10249;24;15;4;34;35;78;147;256;395;597;827;993;1307;1371;1303;1032;914;917
