icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C30;Nasal cavity and middle ear;5;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;1;-
C31;Accessory sinuses;23;-;-;-;-;-;-;-;-;-;-;1;8;1;3;5;-;5;-
C32;Larynx;201;-;-;-;-;-;-;-;1;3;17;26;29;27;31;32;25;6;4
C33;Trachea;6;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;3;-
C34;Bronchus and lung;1816;-;-;-;-;1;1;3;5;25;59;119;223;243;286;326;301;170;54
C37;Thymus;4;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;-
C38;Heart, mediastinum and pleura;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;8;-;-;3;2;-;-;1;-;-;-;-;1;-;-;1;-;-;-
C41;Bone and articular cartilage, NOS;10;-;1;1;2;3;1;-;-;-;-;-;-;2;-;-;-;-;-
C43;Malignant melanoma of skin;197;-;-;-;1;3;7;2;4;14;19;12;14;18;29;23;23;20;8
C44;Malignant neoplasms of skin;529;-;-;-;-;-;1;1;3;4;13;17;33;39;51;87;102;112;66
C45;Mesothelioma;60;-;-;-;-;-;-;-;1;-;1;-;5;4;14;13;15;5;2
C46;Kaposi's sarcoma;5;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;1;-
C47,C49;Soft tissues;61;1;1;-;-;1;2;4;4;3;2;4;7;5;8;5;5;8;1
C48;Retroperitoneum and peritoneum;3;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-
C50;Breast;25;-;-;-;-;-;-;-;-;-;-;2;-;4;4;4;6;5;-
C60;Penis;20;-;-;-;1;-;-;-;1;1;4;1;4;1;2;1;4;-;-
C61;Prostate;2917;-;-;-;-;-;-;-;-;2;31;146;336;353;583;591;510;261;104
C62;Testis;103;-;-;-;2;14;18;25;14;15;3;4;5;2;1;-;-;-;-
C63;Male genital organs, NOS;4;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;1
C64;Kidney;254;2;-;2;1;-;1;1;3;11;10;17;42;30;41;31;41;18;3
C65;Renal pelvis;33;-;-;-;-;-;-;-;1;-;2;1;3;-;11;2;6;6;1
C66;Ureter;24;-;-;-;-;-;-;-;-;1;-;1;2;3;4;6;3;2;2
C67;Bladder;509;-;-;-;-;-;-;-;3;4;9;24;45;51;75;98;90;80;30
C68;Urinary organs, NOS;10;-;-;-;-;-;-;-;1;-;-;-;1;-;-;4;4;-;-
C69;Eye and adnexa;12;6;-;-;-;-;-;-;-;-;1;-;-;1;-;1;2;-;1
C70;Meninges;4;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-
C71;Brain;135;5;2;3;3;5;3;3;8;9;10;10;14;11;14;14;10;9;2
C72;Spinal cord, cranial nerves and CNS, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C73;Thyroid gland;86;-;-;1;-;2;3;3;7;6;15;12;6;11;11;4;3;1;1
C74;Adrenal gland;6;3;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-
C75;Endocrine glands, NOS;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-
C81;Hodgkin's disease;50;-;1;3;2;10;4;3;4;5;-;4;4;5;1;-;2;1;1
C82-C85;Non-Hodgkin-lymphoma;350;1;2;2;3;4;3;3;9;10;23;26;40;43;42;38;46;40;15
C88;Malignant immunoproliferative diseases;8;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;4;-;-
C90;Multiple myeloma;94;-;-;-;-;-;-;-;-;4;3;5;11;12;12;13;21;10;3
C91;Lymphoid leukaemia;99;8;4;2;1;-;-;-;2;6;6;3;11;8;14;12;11;8;3
C92;Myeloid leukaemia;104;4;-;1;2;1;2;1;4;6;5;7;9;11;13;15;13;8;2
C93;Monocytic leukaemia;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-
C94-C95;Leukaemia other;9;-;-;-;-;-;-;1;-;1;-;1;1;1;3;-;1;-;-
C96;Lymphoid, haematopoietic and related tissue, NOS;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-
C76;Other and ill-defined sites;10;-;-;-;-;-;-;-;-;-;1;2;-;3;3;-;1;-;-
C80;Unknown primary site;236;-;-;-;-;-;2;-;4;3;10;16;23;21;33;44;37;27;16
MPD;Myeloproliferative Disorders;32;-;-;-;-;1;-;1;-;1;1;2;4;2;2;9;6;3;-
MDS;Myelodysplastic syndromes;54;-;-;-;-;-;-;-;-;1;2;2;2;2;6;11;16;9;3
Total;;10698;31;12;19;22;51;51;60;99;188;405;708;1226;1196;1641;1786;1716;1076;411
Total excl. non-melanoma;;10169;31;12;19;22;51;50;59;96;184;392;691;1193;1157;1590;1699;1614;964;345
Total excl. non-melanoma and MDS, MPD;;10083;31;12;19;22;50;50;58;96;182;389;687;1187;1153;1582;1679;1592;952;342
