icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C47,C49;Soft tissues;101;3;-;-;-;-;2;-;3;6;8;6;9;11;4;13;14;7;15
C48;Retroperitoneum and peritoneum;40;1;-;-;-;1;1;-;1;-;1;3;1;4;2;5;9;9;2
C50;Breast;6275;-;-;-;-;7;26;61;180;338;563;744;724;740;791;610;486;517;488
C51;Vulva;126;-;-;-;-;-;1;-;2;2;7;8;12;7;9;14;11;24;29
C52;Vagina;27;-;-;-;-;-;-;-;-;-;2;-;3;6;3;2;2;3;6
C53;Cervix uteri;355;-;-;-;-;1;11;21;34;37;29;46;48;39;23;19;18;12;17
C54;Corpus uteri;833;-;-;-;-;-;1;1;2;8;15;40;84;97;129;161;132;91;72
C55;Uterus;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
C56;Ovary;480;-;-;-;1;1;4;4;6;5;23;36;47;61;48;77;61;53;53
C57;Female genital organs, NOS;69;-;-;-;-;-;1;-;-;1;2;4;7;9;15;8;8;8;6
C58;Placenta;3;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-
C64;Kidney;413;3;2;-;-;-;1;2;6;9;13;24;26;54;59;67;55;46;46
C65;Renal pelvis;54;-;-;-;-;-;-;-;-;-;2;1;2;3;4;6;15;9;12
C66;Ureter;41;-;-;-;-;-;-;-;-;-;1;1;3;6;4;5;8;7;6
C67;Bladder;279;1;-;-;-;-;-;-;2;3;1;5;19;22;27;37;50;45;67
C68;Urinary organs, NOS;6;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;1
C69;Eye and adnexa;44;1;-;-;-;-;-;-;1;1;2;6;4;8;5;7;3;4;2
C70;Meninges;8;-;-;-;-;-;-;1;-;-;1;1;-;1;-;2;-;-;2
C71;Brain;195;4;4;1;2;2;2;5;5;6;10;9;20;23;32;25;22;14;9
C72;Spinal cord, cranial nerves and CNS, NOS;12;-;1;-;1;1;-;-;-;1;1;2;1;4;-;-;-;-;-
C73;Thyroid gland;342;-;-;1;4;9;21;25;26;33;37;34;28;33;33;19;19;11;9
C74;Adrenal gland;21;-;-;-;-;-;-;-;1;1;2;3;3;1;4;4;1;-;1
C75;Endocrine glands, NOS;20;-;-;-;1;-;1;4;2;-;-;5;-;2;2;2;1;-;-
C81;Hodgkin lymphoma;78;-;-;6;11;9;4;6;3;7;2;5;3;2;6;6;2;3;3
C82-C86;Non-Hodgkin-lymphoma;562;-;3;-;5;5;6;2;8;17;15;25;47;56;71;76;76;81;69
C88;Malignant immunoproliferative diseases;84;-;-;-;-;-;-;2;-;-;3;5;9;14;2;16;11;13;9
C90;Multiple myeloma;243;-;-;-;-;-;-;-;2;3;3;7;15;16;41;45;44;34;33
C91;Lymphoid leukaemia;240;7;4;3;1;2;1;1;3;2;5;17;26;19;32;29;44;22;22
C92;Myeloid leukaemia;185;1;2;-;2;4;-;1;5;8;15;13;11;16;21;30;23;13;20
C93;Monocytic leukaemia;30;-;-;1;-;1;-;-;-;1;2;1;-;-;5;1;2;12;4
C94-C95;Leukaemia other;7;1;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;1;1
C96;Lymphoid, haematopoietic and related tissue, NOS;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
C76;Other and ill-defined sites;5;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1
C80;Unknown primary site;198;-;-;-;-;-;-;1;3;4;3;5;17;12;17;25;25;43;43
MPN;Myeloproliferative neoplasms;238;-;-;-;1;2;-;4;1;11;6;7;15;26;25;42;40;26;32
MDS;Myelodysplastic syndromes;175;-;-;1;-;1;1;-;1;1;2;2;9;9;16;28;31;41;32
Total;;20722;26;17;20;37;66;134;222;417;676;1088;1580;1932;2157;2491;2565;2318;2402;2574
Total excl. non-melanoma;;18523;26;17;19;37;66;134;217;402;670;1052;1510;1839;2054;2334;2318;1951;1988;1889
Total excl. non-melanoma and MDS, MPN;;18110;26;17;18;36;63;133;213;400;658;1044;1501;1815;2019;2293;2248;1880;1921;1825
