icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C19;Rectosigmoid junction;19;-;-;-;-;-;-;-;-;-;-;2;3;2;4;2;1;3;2
C20;Rectum;478;-;-;-;-;-;2;1;2;4;16;42;33;53;69;54;54;71;77
C21;Anus and anal canal;67;-;-;-;-;-;-;-;2;-;1;6;3;12;14;13;6;3;7
C22;Liver and intrahepatic bile ducts;154;-;1;-;-;1;-;1;1;2;10;4;4;20;24;25;18;27;16
C23;Gallbladder;31;-;-;-;-;-;-;-;-;-;-;1;2;2;1;8;4;7;6
C24;Biliary tract, NOS;90;-;-;-;-;-;-;-;-;2;2;5;1;7;9;14;20;18;12
C25;Pancreas;558;-;-;1;-;1;2;1;3;2;16;22;31;48;76;93;96;97;69
C26;Other ill-defined digestive organs;11;-;-;-;-;-;-;-;-;-;1;1;-;1;1;4;-;-;3
C30;Nasal cavity and middle ear;10;-;-;-;-;-;1;-;-;-;1;-;2;-;-;3;1;1;1
C31;Accessory sinuses;7;1;-;-;-;-;-;-;-;-;-;1;-;1;1;-;2;1;-
C32;Larynx;34;-;-;-;-;-;-;1;-;-;1;2;5;8;3;10;1;1;2
C33;Trachea;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-
C34;Bronchus and lung;1814;-;-;-;-;-;1;5;3;14;34;109;179;276;334;331;220;190;118
C37;Thymus;26;-;-;-;-;-;-;-;2;-;2;4;4;2;4;2;3;2;1
C38;Heart, mediastinum and pleura;7;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;1;2
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;16;-;2;1;3;-;1;1;-;1;2;2;2;-;-;1;-;-;-
C41;Bone and articular cartilage, NOS;21;1;-;2;-;2;-;1;-;1;2;1;1;2;-;3;1;1;3
C43;Melanoma of skin;1403;-;-;1;2;16;39;54;77;98;143;183;164;138;129;118;79;77;85
C44;Malignant neoplasms of skin;2508;-;-;-;1;-;1;1;5;13;34;62;111;159;213;279;357;468;804
C45;Mesothelioma;37;-;-;-;-;-;-;-;1;-;1;2;3;1;5;11;7;2;4
C46;Kaposi's sarcoma;4;-;-;-;-;-;-;-;1;1;-;-;-;1;1;-;-;-;-
C47,C49;Soft tissues;107;5;2;2;1;1;1;2;4;4;6;9;5;8;7;7;16;11;16
C48;Retroperitoneum and peritoneum;29;-;-;-;-;-;-;-;-;-;1;1;4;4;5;2;6;3;3
C50;Breast;6479;-;-;-;-;2;29;79;178;336;563;695;733;835;787;686;572;496;488
C51;Vulva;153;-;-;-;-;-;-;2;5;5;4;6;11;15;19;16;19;20;31
C52;Vagina;27;-;-;-;-;-;-;-;1;1;1;1;3;3;4;3;3;3;4
C53;Cervix uteri;338;-;-;-;-;-;10;22;29;35;38;39;33;34;25;31;13;17;12
C54;Corpus uteri;833;-;-;-;-;-;2;1;5;11;20;30;83;83;135;147;133;90;93
C55;Uterus;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-
C56;Ovary;433;-;-;2;1;2;3;2;1;11;18;39;49;39;51;66;48;54;47
C57;Female genital organs, NOS;75;-;-;-;-;-;-;-;-;-;1;3;7;9;16;8;12;14;5
C58;Placenta;2;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-
C64;Kidney;459;4;1;-;-;2;-;-;6;6;13;28;33;52;58;67;69;59;61
C65;Renal pelvis;75;-;-;-;-;-;-;-;-;-;-;3;3;9;11;5;17;14;13
C66;Ureter;31;-;-;-;-;-;-;-;-;-;-;1;2;1;5;4;5;8;5
C67;Bladder;287;-;-;-;-;-;-;-;-;3;4;6;9;17;29;46;43;69;61
C68;Urinary organs, NOS;5;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;1
C69;Eye and adnexa;38;1;-;-;-;-;-;1;3;-;2;3;7;6;5;4;-;4;2
C70;Meninges;5;-;-;-;1;-;-;-;-;1;-;-;2;-;-;1;-;-;-
C71;Brain;230;6;3;2;4;4;6;9;7;8;5;13;14;17;33;35;24;24;16
C72;Spinal cord, cranial nerves and CNS, NOS;18;2;2;-;-;-;1;1;-;3;2;2;-;1;2;1;1;-;-
C73;Thyroid gland;367;-;-;2;5;11;13;18;34;30;50;31;35;41;32;27;20;11;7
C74;Adrenal gland;21;1;-;-;-;-;-;-;2;2;-;1;1;3;5;1;3;2;-
C75;Endocrine glands, NOS;17;-;-;-;-;-;1;-;-;-;3;1;2;2;3;3;2;-;-
C81;Hodgkin lymphoma;99;-;1;5;7;11;12;14;10;7;-;3;6;3;4;4;2;7;3
C82-C86;Non-Hodgkin-lymphoma;563;1;1;2;-;2;1;8;6;14;14;23;39;51;65;75;84;95;82
C88;Malignant immunoproliferative diseases;96;-;1;-;-;1;-;-;1;2;1;4;11;12;18;16;7;16;6
C90;Multiple myeloma;242;-;-;-;-;-;1;1;-;3;6;7;15;24;33;39;28;53;32
C91;Lymphoid leukaemia;255;11;6;1;2;1;3;1;3;4;6;16;20;26;26;32;33;28;36
C92;Myeloid leukaemia;186;1;1;-;2;5;4;1;4;5;7;13;21;15;16;25;13;28;25
C93;Monocytic leukaemia;47;-;-;-;-;-;1;-;-;1;1;-;3;2;5;7;6;13;8
C94-C95;Leukaemia other;8;-;-;-;-;-;-;-;-;1;-;1;-;-;1;2;1;1;1
C96;Lymphoid, haematopoietic and related tissue, NOS;3;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-
C76;Other and ill-defined sites;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C80;Unknown primary site;190;-;-;-;-;-;-;-;2;1;4;4;11;22;23;19;25;37;42
MPN;Myeloproliferative neoplasms;259;-;-;-;-;1;2;3;3;9;9;16;16;17;26;44;33;46;34
MDS;Myelodysplastic syndromes;193;-;-;-;-;-;-;1;1;-;2;7;5;17;15;38;29;44;34
Total;;22082;34;22;24;31;71;149;253;425;667;1122;1604;1886;2351;2637;2801;2501;2641;2863
Total excl. non-melanoma;;19574;34;22;24;30;71;148;252;420;654;1088;1542;1775;2192;2424;2522;2144;2173;2059
Total excl. non-melanoma and MDS, MPN;;19122;34;22;24;30;70;146;248;416;645;1077;1519;1754;2158;2383;2440;2082;2083;1991
