icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C43;Malignant melanoma of skin;444;-;-;-;1;5;8;2;11;26;34;34;65;56;60;53;47;23;19
C44;Malignant neoplasms of skin;1459;-;-;-;-;1;-;2;3;5;18;32;47;90;149;231;226;287;368
C45;Mesothelioma;62;-;-;-;-;-;-;-;1;-;1;3;2;9;13;10;11;9;3
C46;Kaposi's sarcoma;11;-;-;-;-;-;-;-;1;-;-;4;2;1;1;1;1;-;-
C47,C49;Soft tissues;55;2;-;2;-;-;1;1;2;2;2;2;6;5;5;10;7;4;4
C48;Retroperitoneum and peritoneum;21;1;-;-;-;-;1;-;-;1;1;-;3;4;1;3;3;1;2
C50;Breast;43;-;-;1;-;-;-;-;-;2;1;2;5;4;6;8;6;4;4
C60;Penis;34;-;-;-;-;-;-;-;1;-;2;1;4;2;1;8;8;6;1
C61;Prostate;3316;-;-;-;-;-;-;-;-;2;24;109;253;525;681;754;520;291;157
C62;Testis;143;-;-;-;2;8;28;31;20;19;6;7;3;8;2;4;4;1;-
C63;Male genital organs, NOS;8;-;-;-;-;-;1;-;1;1;-;-;1;2;-;1;-;-;1
C64;Kidney;422;1;-;-;-;-;-;2;2;11;25;37;50;58;75;77;39;26;19
C65;Renal pelvis;43;-;-;-;-;-;-;-;-;-;1;1;2;4;7;12;9;3;4
C66;Ureter;45;-;-;-;-;-;-;-;1;-;1;-;2;4;10;10;5;8;4
C67;Bladder;683;-;-;-;-;-;1;1;1;2;13;11;40;90;93;126;115;96;94
C68;Urinary organs, NOS;23;-;-;-;-;-;-;-;-;-;-;-;-;2;3;3;4;4;7
C69;Eye and adnexa;16;-;-;-;-;-;-;-;1;-;2;-;3;3;1;1;-;2;3
C70;Meninges;3;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-
C71;Brain;149;4;2;1;1;1;4;5;7;3;11;8;17;17;25;14;11;14;4
C72;Spinal cord, cranial nerves and CNS, NOS;5;-;-;-;-;-;1;-;-;-;2;-;1;-;1;-;-;-;-
C73;Thyroid gland;106;-;-;-;1;1;1;1;2;11;15;8;14;16;18;9;4;4;1
C74;Adrenal gland;13;2;-;-;-;-;-;-;-;2;1;1;2;-;2;3;-;-;-
C75;Endocrine glands, NOS;6;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;1;1;-
C81;Hodgkin lymphoma;58;-;1;1;2;6;5;6;5;7;5;2;1;6;4;4;3;-;-
C82-C86;Non-Hodgkin-lymphoma;332;1;2;3;1;1;4;3;6;7;18;21;34;38;46;58;36;21;32
C88;Malignant immunoproliferative diseases;84;-;-;-;-;-;1;-;2;1;5;3;7;10;11;21;8;7;8
C90;Multiple myeloma;194;-;-;-;-;-;-;-;-;-;4;11;21;23;34;35;27;25;14
C91;Lymphoid leukaemia;187;5;4;3;2;1;1;3;2;2;7;12;21;20;29;24;17;18;16
C92;Myeloid leukaemia;132;-;1;1;-;4;3;3;8;3;6;9;11;10;12;22;17;13;9
C93;Monocytic leukaemia;42;1;-;-;-;-;-;2;1;1;-;2;1;5;5;9;2;9;4
C94-C95;Leukaemia other;10;-;-;-;-;1;-;-;-;-;-;1;-;-;3;3;1;1;-
C96;Lymphoid, haematopoietic and related tissue, NOS;4;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-
C76;Other and ill-defined sites;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
C80;Unknown primary site;135;-;-;-;-;-;1;-;-;2;3;11;10;14;22;31;15;17;9
MPN;Myeloproliferative neoplasms;157;-;-;-;-;-;2;1;3;7;11;10;10;11;16;35;18;18;15
MDS;Myelodysplastic syndromes;175;-;-;-;-;-;-;-;-;-;1;3;9;14;20;35;33;32;28
Total;;14240;19;12;17;17;36;67;92;120;179;361;624;1179;1900;2408;2653;1906;1463;1187
Total excl. non-melanoma;;12781;19;12;17;17;35;67;90;117;174;343;592;1132;1810;2259;2422;1680;1176;819
Total excl. non-melanoma and MDS, MPN;;12449;19;12;17;17;35;65;89;114;167;331;579;1113;1785;2223;2352;1629;1126;776
