icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C69;Eye and adnexa;20;-;2;-;-;-;-;-;1;1;1;3;4;2;1;-;4;-;1
C70;Meninges;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-
C71;Brain;147;4;4;2;-;3;6;4;5;15;13;11;19;16;15;15;9;4;2
C72;Spinal cord, cranial nerves and CNS, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
C73;Thyroid gland;82;-;1;-;-;1;1;-;5;12;9;10;15;8;6;6;4;4;-
C74;Adrenal gland;6;1;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;1;-
C75;Endocrine glands, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C81;Hodgkin's disease;46;-;1;2;4;4;3;2;4;3;5;4;2;4;-;3;4;-;1
C82-C86;Non-Hodgkin-lymphoma;324;-;1;4;3;1;3;8;7;13;20;30;31;43;34;43;36;29;18
C88;Malignant immunoproliferative diseases;36;-;-;-;-;-;-;-;1;1;4;-;2;2;9;3;7;6;1
C90;Multiple myeloma;131;-;-;-;-;-;-;-;-;-;3;7;14;16;11;21;26;20;13
C91;Lymphoid leukaemia;134;3;2;2;2;1;1;1;3;3;5;4;18;13;19;27;8;15;7
C92;Myeloid leukaemia;97;1;-;-;2;-;5;1;3;4;1;6;15;7;4;12;13;15;8
C93;Monocytic leukaemia;24;-;-;-;1;-;-;1;1;-;-;-;1;4;2;5;5;3;1
C94-C95;Leukaemia other;8;-;-;-;-;-;-;-;-;1;1;-;-;2;1;1;1;1;-
C96;Lymphoid, haematopoietic and related tissue, NOS;7;2;1;-;-;1;-;-;-;-;1;-;1;-;-;-;1;-;-
C76;Other and ill-defined sites;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C80;Unknown primary site;139;1;1;-;-;-;-;-;2;3;9;7;16;26;9;14;18;25;8
MPD;Myeloproliferative Disorders;60;-;-;-;-;-;-;1;-;3;4;1;3;9;11;8;10;7;3
MDS;Myelodysplastic syndromes;116;1;-;1;1;-;-;1;-;-;4;1;7;5;14;16;29;24;12
Total;;10913;17;15;18;25;34;70;84;110;188;334;692;1216;1608;1489;1674;1560;1132;647
Total excl. non-melanoma;;10221;17;15;18;25;33;70;81;108;182;327;674;1178;1553;1418;1561;1438;1007;516
Total excl. non-melanoma and MDS, MPD;;10045;16;15;17;24;33;70;79;108;179;319;672;1168;1539;1393;1537;1399;976;501
ICD10 - Version 2010;;;;;;;;;;;;;;;;;;;;
