icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C56;Ovary;748;-;-;4;1;1;9;10;17;24;32;56;67;89;88;96;93;80;81
C57;Female genital organs, NOS;113;-;-;-;-;-;1;1;1;2;3;9;10;14;17;23;14;12;6
C58;Placenta;9;-;-;-;-;-;4;3;2;-;-;-;-;-;-;-;-;-;-
C64;Kidney;638;5;1;-;-;-;2;1;15;15;31;29;60;72;81;96;95;74;61
C65;Renal pelvis;88;-;-;-;-;-;-;-;-;-;-;1;7;9;10;14;9;21;17
C66;Ureter;57;-;-;-;-;-;-;-;-;-;-;1;2;3;6;11;8;15;11
C67;Bladder;524;-;-;-;-;-;-;1;1;6;5;12;32;45;52;70;84;109;107
C68;Urinary organs, NOS;9;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;1;3
C69;Eye and adnexa;69;5;1;-;1;-;-;-;4;1;3;13;7;11;6;4;4;6;3
C70;Meninges;9;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;1;4;-
C71;Brain;329;4;5;6;2;2;6;11;8;14;26;27;28;28;44;46;29;23;20
C72;Spinal cord, cranial nerves and CNS, NOS;19;2;1;1;-;-;1;1;1;2;-;1;3;-;2;1;2;1;-
C73;Thyroid gland;720;-;1;4;10;18;46;48;54;65;78;72;66;74;65;59;27;20;13
C74;Adrenal gland;43;3;1;-;-;-;2;1;2;5;3;3;4;4;3;5;3;4;-
C75;Endocrine glands, NOS;26;-;1;-;-;1;-;1;-;1;2;4;5;4;2;4;1;-;-
C81;Hodgkin lymphoma;162;-;-;7;13;15;17;10;17;4;10;9;9;14;12;9;10;2;4
C82-C86;Non-Hodgkin-lymphoma;912;2;2;2;5;13;12;12;13;16;40;48;57;94;107;137;133;114;105
C88;Malignant immunoproliferative diseases;154;-;-;-;-;-;-;2;1;5;6;9;13;11;21;24;22;14;26
C90;Multiple myeloma;442;-;-;-;-;-;-;-;3;6;10;22;26;44;66;66;69;72;58
C91;Lymphoid leukaemia;452;17;6;10;3;3;3;5;5;9;11;28;41;47;46;68;51;53;46
C92;Myeloid leukaemia;351;3;2;2;1;7;8;4;13;12;21;17;25;34;39;43;33;41;46
C93;Monocytic leukaemia;79;1;-;-;-;-;2;-;1;2;1;3;2;6;9;11;10;12;19
C94-C95;Leukaemia other;12;-;-;-;-;1;-;-;-;-;-;-;1;1;-;3;1;2;3
C96;Lymphoid, haematopoietic and related tissue, NOS;10;-;-;-;2;-;-;-;1;3;-;-;1;1;-;2;-;-;-
C76;Other and ill-defined sites;5;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-
C80;Unknown primary site;367;-;-;-;-;1;-;1;2;10;14;9;19;36;38;44;46;68;79
MPN;Myeloproliferative neoplasms;437;-;-;1;1;-;4;3;10;9;17;25;25;47;61;62;63;60;49
MDS;Myelodysplastic syndromes;363;-;-;1;-;-;1;-;3;1;9;13;18;32;33;52;72;58;70
Total;;36321;55;27;50;58;130;265;445;756;1178;1901;2667;3222;4000;4427;4614;4000;4034;4492
Total excl. non-melanoma;;32819;55;26;50;58;129;264;437;744;1155;1846;2581;3090;3802;4157;4200;3501;3376;3348
Total excl. non-melanoma and MDS, MPN;;32019;55;26;48;57;129;259;434;731;1145;1820;2543;3047;3723;4063;4086;3366;3258;3229
