icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C30;Nasal cavity and middle ear;38.0;1;-;-;1;-;-;1;-;3;3;3;7;4;4;4;4;2;1
C31;Accessory sinuses;66.0;-;-;-;-;-;1;-;-;1;6;4;9;14;4;8;13;3;3
C32;Larynx;482.0;-;-;-;1;-;-;-;2;3;17;48;80;95;86;61;43;24;22
C33;Trachea;3.0;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-
C34;Bronchus and lung;5793.0;-;-;1;2;1;2;5;11;41;122;324;593;872;936;950;929;678;326
C37;Thymus;22.0;-;-;-;-;-;1;-;1;2;3;1;3;2;4;1;2;2;-
C38;Heart, mediastinum and pleura;18.0;-;-;-;-;-;-;-;-;1;3;1;3;3;1;4;1;1;-
C39;Respiratory system and intrathoracic organs, NOS;1.0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-
C40;Bone and articular cartilage of limbs;25.0;-;2;1;3;6;2;1;1;-;-;1;1;2;-;1;1;3;-
C41;Bone and articular cartilage, NOS;38.0;2;-;1;2;4;2;2;1;-;2;3;3;5;4;3;2;1;1
C43;Malignant melanoma of skin;1094.0;-;-;1;4;13;18;46;47;98;100;104;97;132;107;102;103;67;55
C44;Malignant neoplasms of skin;3347.0;-;1;-;1;5;6;13;14;19;41;75;116;204;286;461;653;723;729
C45;Mesothelioma;239.0;-;-;-;-;-;-;-;1;-;2;3;14;25;30;58;53;27;26
C46;Kaposi's sarcoma;36.0;-;-;-;-;1;-;3;3;5;2;5;3;3;2;5;-;2;2
C47,C49;Soft tissues;184.0;7;1;7;1;2;6;6;1;8;11;15;11;11;16;17;28;20;16
C48;Retroperitoneum and peritoneum;22.0;-;1;-;1;-;1;1;-;2;-;-;1;3;3;4;2;1;2
C50;Breast;79.0;-;-;-;-;-;-;-;1;-;1;3;11;11;13;7;13;9;10
C60;Penis;87.0;-;-;-;-;-;-;-;-;3;8;7;6;14;8;12;14;9;6
C61;Prostate;8288.0;-;-;-;-;-;-;-;2;11;70;396;827;1322;1659;1446;1324;793;438
C62;Testis;362.0;2;-;-;10;25;65;91;45;49;31;14;13;10;4;1;1;-;1
C63;Male genital organs, NOS;13.0;-;-;-;-;-;-;-;-;-;2;-;4;3;-;-;2;2;-
C64;Kidney;1060.0;4;1;-;-;2;2;4;13;32;49;97;129;154;164;141;137;87;44
C65;Renal pelvis;139.0;-;-;-;-;-;-;-;-;1;2;6;7;17;22;22;26;22;14
C66;Ureter;117.0;-;-;-;-;-;-;-;-;1;1;3;4;13;17;14;28;25;11
C67;Bladder;1846.0;1;1;-;-;-;-;1;4;15;27;59;95;175;259;290;316;343;260
C68;Urinary organs, NOS;62.0;-;-;-;-;-;-;-;-;-;-;4;2;8;11;5;11;13;8
C69;Eye and adnexa;64.0;7;2;1;-;-;-;-;1;2;4;8;4;5;5;11;7;5;2
C70;Meninges;11.0;-;-;-;-;-;-;-;-;-;3;1;1;-;-;4;1;1;-
C71;Brain;430.0;6;13;7;8;9;13;13;14;24;34;46;31;45;49;42;41;24;11
C72;Spinal cord, cranial nerves and CNS, NOS;23.0;1;1;-;-;1;-;1;2;2;2;3;1;2;5;2;-;-;-
C73;Thyroid gland;252.0;-;-;-;2;3;12;13;22;20;19;43;27;26;23;19;12;9;2
C74;Adrenal gland;30.0;5;-;-;-;-;-;2;-;2;3;4;3;5;2;4;-;-;-
C75;Endocrine glands, NOS;16.0;-;1;2;1;-;1;2;1;2;1;1;2;-;-;1;-;-;1
C81;Hodgkin's disease;185.0;-;2;4;12;23;14;16;15;13;11;16;13;15;7;8;7;7;2
C82-C86;Non-Hodgkin-lymphoma;1178.0;7;4;1;12;8;11;8;20;30;48;90;128;123;167;150;162;132;77
C88;Malignant immunoproliferative diseases;135.0;-;-;-;-;-;3;2;2;1;7;4;9;17;21;15;18;27;9
C90;Multiple myeloma;429.0;-;-;-;-;-;-;2;3;4;17;30;38;64;63;69;68;45;26
C91;Lymphoid leukaemia;563.0;23;14;9;4;6;3;5;5;14;21;35;44;73;85;65;61;56;40
C92;Myeloid leukaemia;306.0;3;1;2;6;3;6;7;9;7;11;17;28;26;27;37;57;36;23
C93;Monocytic leukaemia;85.0;2;-;-;-;2;2;1;1;1;1;2;1;5;12;12;16;19;8
C94-C95;Leukaemia other;28.0;-;-;-;1;-;-;-;-;-;1;2;2;2;6;4;4;4;2
C96;Lymphoid, haematopoietic and related tissue, NOS;28.0;4;-;1;1;2;1;1;3;1;2;4;1;2;2;2;1;-;-
C76;Other and ill-defined sites;10.0;3;-;-;-;-;-;-;-;-;-;-;-;2;2;-;1;-;2
C80;Unknown primary site;563.0;-;-;-;1;-;2;1;4;8;13;37;54;66;75;76;78;88;60
MPD;Myeloproliferative Disorders;317.0;2;-;1;-;3;2;2;6;15;20;20;30;30;50;34;47;31;24
MDS;Myelodysplastic syndromes;391.0;-;-;-;-;1;1;2;2;6;11;9;19;36;50;54;68;76;56
Total;;38121.0;81;45;44;83;131;195;294;325;592;1079;2168;3464;5019;5776;5567;5716;4496;3046
Total excl. non-melanoma;;34774.0;81;44;44;82;126;189;281;311;573;1038;2093;3348;4815;5490;5106;5063;3773;2317
Total excl. non-melanoma and MDS, MPD;;34066.0;79;44;43;82;122;186;277;303;552;1007;2064;3299;4749;5390;5018;4948;3666;2237
ICD10 - Version 2010;;;;;;;;;;;;;;;;;;;;
