icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C71;Brain;299;6;2;2;1;4;11;10;12;11;15;25;34;28;40;41;27;21;9
C72;Spinal cord, cranial nerves and CNS, NOS;8;-;1;-;1;-;-;-;2;1;-;2;-;-;1;-;-;-;-
C73;Thyroid gland;126;-;-;-;-;4;3;9;4;16;8;14;15;20;9;8;8;6;2
C74;Adrenal gland;27;2;-;1;-;1;1;3;1;1;-;1;8;1;1;2;1;3;-
C75;Endocrine glands, NOS;7;-;-;1;-;-;-;-;1;1;-;-;1;-;2;-;-;1;-
C81;Hodgkin's disease;115;-;1;4;13;9;14;8;10;9;9;4;5;8;7;5;6;2;1
C82-C86;Non-Hodgkin-lymphoma;666;-;3;6;-;8;7;11;10;16;17;39;50;65;96;93;102;86;57
C88;Malignant immunoproliferative diseases;98;-;-;-;3;-;-;2;2;2;2;6;11;6;13;17;15;12;7
C90;Multiple myeloma;278;-;-;-;-;-;-;-;-;3;7;17;23;33;43;38;54;44;16
C91;Lymphoid leukaemia;374;8;7;4;7;1;2;2;9;8;22;15;38;44;54;50;50;26;27
C92;Myeloid leukaemia;193;-;1;1;3;3;1;8;2;8;7;10;21;16;26;29;26;20;11
C93;Monocytic leukaemia;49;3;-;-;-;-;-;-;1;-;-;2;-;4;8;10;5;7;9
C94-C95;Leukaemia other;11;-;-;1;-;-;-;-;-;-;-;-;1;-;2;1;1;3;2
C96;Lymphoid, haematopoietic and related tissue, NOS;21;4;1;-;-;1;4;-;2;-;-;3;3;-;-;-;2;-;1
C76;Other and ill-defined sites;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
C80;Unknown primary site;305;-;-;-;-;-;-;1;1;4;4;12;19;30;47;38;53;46;50
MPD;Myeloproliferative Disorders;234;-;-;2;-;-;-;2;5;7;12;16;17;24;27;29;38;40;15
MDS;Myelodysplastic syndromes;301;1;2;-;-;-;1;-;1;2;2;5;8;21;30;42;76;60;50
Total;;24550;31;20;32;47;72;119;159;194;283;524;1091;2017;3078;3878;3686;3785;3210;2324
Total excl. non-melanoma;;21805;31;20;32;47;72;116;155;182;277;500;1043;1929;2927;3637;3339;3269;2601;1628
Total excl. non-melanoma and MDS, MPD;;21270;30;18;30;47;72;115;153;176;268;486;1022;1904;2882;3580;3268;3155;2501;1563
