icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;21;-;-;3;1;1;2;-;1;2;4;2;1;1;1;1;-;1;-
C41;Bone and articular cartilage, NOS;27;-;-;-;2;-;1;1;1;-;3;1;4;1;1;5;1;4;2
C43;Malignant melanoma of skin;1185;-;1;-;12;20;50;59;85;119;118;106;107;115;73;77;95;84;64
C44;Malignant neoplasms of skin;1572;-;-;2;2;3;5;2;10;20;28;47;56;93;105;165;248;326;460
C45;Mesothelioma;40;-;-;-;-;-;-;-;1;1;-;3;-;4;5;4;11;4;7
C46;Kaposi's sarcoma;11;-;-;-;-;-;1;2;-;1;-;-;1;-;-;1;1;3;1
C47,C49;Soft tissues;156;2;2;-;1;-;1;8;6;8;7;6;16;13;11;16;17;27;15
C48;Retroperitoneum and peritoneum;49;1;-;-;-;-;-;-;-;3;-;2;5;5;6;9;11;5;2
C50;Breast;9596;-;-;-;-;2;36;126;299;617;1015;1154;1114;1273;962;888;872;687;551
C51;Vulva;191;-;-;-;-;-;-;2;5;9;4;12;14;16;17;25;30;33;24
C52;Vagina;45;-;-;-;-;-;-;1;1;2;-;5;3;4;7;5;7;5;5
C53;Cervix uteri;612;-;-;-;-;4;13;31;66;97;73;69;49;46;43;42;34;19;26
C54;Corpus uteri;1454;-;-;-;-;-;-;5;12;18;40;81;165;232;203;233;210;156;99
C55;Uterus;10;-;-;-;-;-;-;-;1;-;-;-;-;1;-;3;2;2;1
C56;Ovary;781;1;-;4;-;2;8;9;17;28;40;61;71;101;84;114;101;89;51
C57;Female genital organs, NOS;49;-;-;-;-;-;1;-;1;-;2;4;3;12;7;6;9;3;1
C58;Placenta;4;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-
C64;Kidney;522;4;3;-;-;3;3;5;6;15;23;39;41;69;63;79;68;69;32
C65;Renal pelvis;84;-;-;-;-;-;-;-;-;2;-;1;4;7;4;12;25;16;13
C66;Ureter;45;-;-;-;-;-;-;-;-;1;-;-;1;4;2;8;13;13;3
C67;Bladder;464;1;-;-;-;-;-;-;1;3;8;12;35;29;48;57;81;95;94
C68;Urinary organs, NOS;9;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;2;2;-
C69;Eye and adnexa;63;4;-;-;-;1;1;2;2;1;6;6;4;4;2;11;7;8;4
C70;Meninges;11;-;-;1;-;-;-;-;1;1;1;1;-;3;1;-;-;2;-
C71;Brain;360;12;4;8;6;5;13;7;17;14;25;31;37;33;43;40;38;20;7
C72;Spinal cord, cranial nerves and CNS, NOS;10;1;1;-;-;-;1;-;-;2;-;1;-;1;-;1;2;-;-
C73;Thyroid gland;641;-;1;2;6;24;36;46;66;69;69;59;62;59;47;41;27;18;9
C74;Adrenal gland;15;4;-;-;-;1;1;-;-;3;3;2;-;-;-;-;1;-;-
C75;Endocrine glands, NOS;4;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-
C81;Hodgkin's disease;126;1;-;2;17;29;15;7;10;6;6;1;3;9;2;7;6;3;2
C82-C85;Non-Hodgkin-lymphoma;940;1;3;4;5;11;15;15;12;19;23;61;70;101;94;126;152;116;112
C88;Malignant immunoproliferative diseases;18;-;-;-;-;-;-;-;-;-;1;1;-;2;1;6;3;4;-
C90;Multiple myeloma;342;-;-;-;-;-;-;-;2;2;12;16;25;32;40;59;67;62;25
C91;Lymphoid leukaemia;340;12;5;6;3;2;3;6;2;7;10;26;30;47;38;42;47;32;22
C92;Myeloid leukaemia;246;3;2;1;1;5;7;6;8;12;9;15;13;19;19;42;33;18;33
C93;Monocytic leukaemia;15;-;-;-;1;-;-;1;3;1;-;2;1;1;-;2;1;-;2
C94-C95;Leukaemia other;12;-;-;-;-;-;1;1;-;1;1;1;2;2;1;-;1;1;-
C96;Lymphoid, haematopoietic and related tissue, NOS;14;1;-;2;-;1;1;2;-;1;1;2;-;-;-;-;-;-;3
C76;Other and ill-defined sites;3;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-
C80;Unknown primary site;411;-;-;-;-;-;1;2;6;10;10;20;31;43;27;59;61;78;63
MPD;Myeloproliferative Disorders;229;-;-;-;3;-;1;2;6;10;8;22;22;21;24;30;36;26;18
MDS;Myelodysplastic syndromes;214;1;1;-;-;-;-;-;2;3;4;8;16;15;15;29;43;39;38
Total;;29390;52;26;38;69;134;243;376;727;1254;1854;2481;2773;3408;2985;3369;3639;3250;2712
Total excl. non-melanoma;;27818;52;26;36;67;131;238;374;717;1234;1826;2434;2717;3315;2880;3204;3391;2924;2252
Total excl. non-melanoma and MDS, MPD;;27375;51;25;36;64;131;237;372;709;1221;1814;2404;2679;3279;2841;3145;3312;2859;2196
