icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C66;Ureter;37;-;-;-;-;-;-;-;-;-;-;1;4;5;8;9;5;3;2
C67;Bladder;616;-;-;-;-;-;-;-;3;3;9;26;42;65;103;106;98;87;74
C68;Urinary organs, NOS;20;-;-;-;-;-;-;-;1;-;-;1;2;3;2;3;4;1;3
C69;Eye and adnexa;30;8;-;-;-;-;-;-;1;-;1;4;-;5;1;6;3;1;-
C70;Meninges;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
C71;Brain;142;-;4;5;-;4;3;2;7;4;3;12;19;20;20;16;10;7;6
C72;Spinal cord, cranial nerves and CNS, NOS;6;1;-;-;1;-;1;-;2;-;-;1;-;-;-;-;-;-;-
C73;Thyroid gland;109;-;-;-;2;1;4;2;6;6;14;12;17;10;16;9;7;3;-
C74;Adrenal gland;11;1;-;-;-;-;-;2;-;1;2;1;-;1;2;1;-;-;-
C75;Endocrine glands, NOS;4;-;-;-;1;-;-;-;1;1;-;-;-;-;1;-;-;-;-
C81;Hodgkin's disease;68;1;2;2;2;8;6;1;4;5;6;5;5;7;6;1;2;3;2
C82-C86;Non-Hodgkin lymphoma;349;-;1;1;3;3;4;4;8;7;18;23;22;41;40;48;46;41;39
C88;Malignant immunoproliferative diseases;73;-;-;-;-;-;-;2;3;1;1;4;9;6;13;10;13;9;2
C90;Multiple myeloma;163;-;-;-;-;-;-;-;1;4;6;7;13;17;24;28;23;20;20
C91;Lymphoid leukaemia;219;11;8;1;2;5;2;-;3;6;11;17;18;21;31;25;18;28;12
C92;Myeloid leukaemia;100;1;-;1;-;2;-;-;2;1;2;9;10;14;17;14;10;10;7
C93;Monocytic leukaemia;27;1;1;-;-;-;-;-;-;-;-;1;-;3;4;7;3;4;3
C94-C95;Leukaemia other;6;-;1;-;-;-;-;-;1;-;-;-;2;-;1;-;-;1;-
C96;Lymphoid, haematopoietic and related tissue, NOS;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-
C76;Other and ill-defined sites;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
C80;Unknown primary site;132;-;-;-;-;-;-;-;2;1;4;10;15;12;19;22;16;16;15
MPN;Myeloproliferative neoplasms;123;-;-;-;-;-;-;1;2;4;10;12;8;16;21;12;19;9;9
MDS;Myelodysplastic syndromes;147;-;-;1;-;2;-;2;2;-;1;4;4;16;23;18;26;28;20
Total;;12609;34;20;21;21;50;61;78;126;203;329;681;1166;1710;2277;1803;1589;1401;1039
Total excl. non-melanoma;;11435;33;20;21;21;48;58;78;121;199;316;649;1119;1645;2147;1658;1385;1155;762
Total excl. non-melanoma and MDS, MPN;;11165;33;20;20;21;46;58;75;117;195;305;633;1107;1613;2103;1628;1340;1118;733
