icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C30;Nasal cavity and middle ear;20.0;-;-;-;-;-;-;-;-;1;-;-;5;6;3;-;-;3;2
C31;Accessory sinuses;16.0;-;-;-;-;-;-;-;3;2;-;2;2;1;1;2;1;2;-
C32;Larynx;96.0;-;-;-;-;-;-;-;1;2;1;13;13;21;13;14;12;3;3
C33;Trachea;3.0;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-
C34;Bronchus and lung;2349.0;-;-;-;2;1;4;7;8;32;107;222;337;366;373;308;266;186;130
C37;Thymus;20.0;-;-;-;-;-;-;-;-;1;3;2;3;2;2;3;2;2;-
C38;Heart, mediastinum and pleura;9.0;3;-;-;-;-;-;-;1;-;1;-;-;-;1;2;1;-;-
C39;Respiratory system and intrathoracic organs, NOS;1.0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
C40;Bone and articular cartilage of limbs;30.0;-;1;2;2;3;1;3;1;4;1;3;1;1;1;-;5;1;-
C41;Bone and articular cartilage, NOS;35.0;-;1;2;3;-;1;4;1;2;3;2;1;1;3;4;3;3;1
C43;Malignant melanoma of skin;1417.0;-;-;2;3;25;60;55;115;132;156;141;134;114;115;98;99;92;76
C44;Malignant neoplasms of skin;2376.0;-;-;1;3;3;3;8;14;29;50;73;112;141;211;225;374;423;706
C45;Mesothelioma;47.0;-;-;-;-;-;-;-;1;-;3;3;2;5;10;5;11;5;2
C46;Kaposi's sarcoma;13.0;-;-;-;1;-;1;1;2;1;-;-;-;-;-;1;3;1;2
C47,C49;Soft tissues;153.0;7;2;1;3;4;5;3;4;10;8;10;9;11;14;15;13;13;21
C48;Retroperitoneum and peritoneum;49.0;-;-;-;-;-;-;2;-;1;3;8;6;8;5;5;5;4;2
C50;Breast;10531.0;-;-;-;-;4;54;123;249;615;1034;1243;1206;1402;1247;898;971;799;686
C51;Vulva;216.0;1;-;-;-;-;1;3;-;3;11;15;16;26;21;20;24;35;40
C52;Vagina;51.0;-;-;-;1;1;-;1;1;1;1;5;4;5;4;4;6;7;10
C53;Cervix uteri;679.0;-;-;-;-;3;18;46;75;71;91;65;62;60;46;43;47;31;21
C54;Corpus uteri;1442.0;-;-;-;-;1;1;4;6;14;33;63;162;212;244;230;197;150;125
C55;Uterus;12.0;-;-;-;-;-;-;-;-;1;1;-;1;-;2;-;3;3;1
C56;Ovary;820.0;-;2;-;7;11;9;11;18;23;50;75;83;97;103;92;99;76;64
C57;Female genital organs, NOS;70.0;-;-;-;-;-;-;-;-;1;1;12;6;5;9;8;15;8;5
C58;Placenta;11.0;-;-;-;-;3;3;1;2;-;2;-;-;-;-;-;-;-;-
C64;Kidney;600.0;4;1;1;-;1;4;6;7;9;30;43;63;60;82;73;86;87;43
C65;Renal pelvis;95.0;-;-;-;-;-;-;-;-;2;-;1;6;9;5;10;28;18;16
C66;Ureter;53.0;-;-;-;-;-;-;-;-;-;-;1;1;6;7;10;5;17;6
C67;Bladder;493.0;-;-;-;-;-;-;-;4;2;6;9;27;56;33;75;82;90;109
C68;Urinary organs, NOS;8.0;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;2;-
C69;Eye and adnexa;64.0;5;-;-;-;1;-;1;2;7;5;4;6;7;3;5;5;7;6
C70;Meninges;9.0;-;-;-;-;-;-;-;1;-;1;1;2;1;1;-;-;2;-
C71;Brain;331.0;9;5;9;-;5;6;7;7;14;19;21;34;39;48;35;37;25;11
C72;Spinal cord, cranial nerves and CNS, NOS;21.0;1;1;-;1;-;1;2;2;-;1;1;3;1;3;2;2;-;-
C73;Thyroid gland;709.0;-;-;3;11;22;39;61;53;78;86;74;72;50;51;43;34;20;12
C74;Adrenal gland;35.0;3;-;-;1;-;4;1;-;3;4;8;3;2;1;-;2;2;1
C75;Endocrine glands, NOS;15.0;-;-;-;-;-;-;2;-;1;4;1;2;1;2;2;-;-;-
C81;Hodgkin's disease;140.0;-;-;3;13;23;13;10;10;8;7;6;5;6;10;9;6;6;5
C82-C86;Non-Hodgkin-lymphoma;908.0;1;2;3;4;7;10;13;15;20;34;56;75;81;108;121;123;126;109
C88;Malignant immunoproliferative diseases;127.0;-;-;-;1;-;-;1;1;1;8;5;9;13;15;25;16;23;9
C90;Multiple myeloma;328.0;-;-;-;-;-;1;4;1;8;13;18;22;21;42;54;66;40;38
C91;Lymphoid leukaemia;363.0;20;9;7;2;3;2;4;4;9;17;24;26;42;42;40;45;34;33
C92;Myeloid leukaemia;284.0;3;-;6;2;2;3;6;5;8;19;28;34;15;24;31;36;34;28
C93;Monocytic leukaemia;55.0;3;-;-;-;1;-;-;1;-;2;1;3;3;2;9;11;14;5
C94-C95;Leukaemia other;26.0;2;-;-;-;-;-;-;-;-;1;-;1;-;3;4;3;2;10
C96;Lymphoid, haematopoietic and related tissue, NOS;24.0;5;2;1;1;-;1;1;1;4;2;2;-;1;2;-;1;-;-
C76;Other and ill-defined sites;3.0;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
C80;Unknown primary site;440.0;-;-;-;1;-;3;4;3;6;10;21;37;31;44;59;69;77;75
MPD;Myeloproliferative Disorders;303.0;-;-;-;2;2;4;4;6;8;16;23;21;31;29;34;36;40;47
MDS;Myelodysplastic syndromes;321.0;-;1;4;-;2;-;-;3;5;5;18;13;16;28;36;49;88;53
Total;;32871.0;70;28;47;72;143;272;449;683;1252;2052;2667;3175;3671;3812;3446;3886;3639;3507
Total excl. non-melanoma;;30495.0;70;28;46;69;140;269;441;669;1223;2002;2594;3063;3530;3601;3221;3512;3216;2801
Total excl. non-melanoma and MDS, MPD;;29871.0;70;27;42;67;136;265;437;660;1210;1981;2553;3029;3483;3544;3151;3427;3088;2701
ICD10 - Version 2010;;;;;;;;;;;;;;;;;;;;
