icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C67;Bladder;301;-;-;-;-;-;-;-;2;-;1;10;14;21;23;38;48;68;76
C68;Urinary organs, NOS;8;-;-;-;-;-;-;-;-;-;1;-;2;-;-;3;-;1;1
C69;Eye and adnexa;30;1;1;-;-;-;-;1;1;1;1;4;3;3;5;1;5;-;3
C70;Meninges;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
C71;Brain;197;3;3;-;2;3;3;8;8;6;9;17;16;29;27;18;23;17;5
C72;Spinal cord, cranial nerves and CNS, NOS;9;-;-;-;-;-;1;-;1;2;2;-;2;-;1;-;-;-;-
C73;Thyroid gland;381;-;-;3;3;18;15;30;23;51;44;48;41;26;27;16;12;12;12
C74;Adrenal gland;32;5;1;1;-;-;1;-;1;1;-;2;3;5;3;3;1;4;1
C75;Endocrine glands, NOS;13;-;-;-;-;1;-;-;3;1;2;1;1;2;1;-;1;-;-
C81;Hodgkin's disease;75;-;-;5;9;12;5;6;8;5;5;3;2;4;6;1;1;2;1
C82-C86;Non-Hodgkin-lymphoma;533;-;1;1;5;3;7;7;6;16;15;24;36;51;57;71;83;87;63
C88;Malignant immunoproliferative diseases;75;-;-;-;-;2;1;1;1;3;6;5;2;5;10;11;11;11;6
C90;Multiple myeloma;217;-;-;-;-;-;-;2;-;3;4;14;18;17;38;31;37;31;22
C91;Lymphoid leukaemia;268;13;5;3;2;-;1;2;2;6;5;10;27;17;41;36;33;32;33
C92;Myeloid leukaemia;167;-;1;1;1;2;1;4;6;5;9;9;13;19;11;21;21;23;20
C93;Monocytic leukaemia;17;-;-;-;-;-;-;2;-;-;-;-;1;2;-;1;4;3;4
C94-C95;Leukaemia other;14;2;-;-;-;-;-;1;-;-;-;-;-;1;2;-;4;1;3
C96;Lymphoid, haematopoietic and related tissue, NOS;9;1;-;-;-;1;-;1;-;1;3;1;-;-;-;1;-;-;-
C76;Other and ill-defined sites;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1
C80;Unknown primary site;225;-;-;-;-;-;1;-;-;4;9;12;14;17;21;21;27;59;40
MPD;Myeloproliferative Disorders;208;-;-;-;1;1;2;1;3;4;8;8;19;18;17;29;35;31;31
MDS;Myelodysplastic syndromes;199;-;-;1;2;1;-;-;-;-;2;5;7;12;22;23;38;52;34
Total;;20347;36;16;18;42;88;116;236;409;693;1167;1530;1827;2231;2491;2311;2550;2402;2184
Total excl. non-melanoma;;18545;36;15;18;40;87;114;232;403;686;1129;1471;1740;2128;2336;2144;2274;2029;1663
Total excl. non-melanoma and MDS, MPD;;18138;36;15;17;37;85;112;231;400;682;1119;1458;1714;2098;2297;2092;2201;1946;1598
