icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C46;Kaposi's sarcoma;7;-;-;-;1;-;1;1;1;-;1;-;-;-;-;1;-;1;-
C47,C49;Soft tissues;56;2;-;-;-;2;2;5;1;4;6;5;4;4;6;5;5;4;1
C48;Retroperitoneum and peritoneum;8;-;1;-;-;-;-;-;-;-;-;1;1;1;-;1;1;1;1
C50;Breast;23;-;-;-;-;-;1;-;-;-;1;1;3;2;5;-;3;7;-
C60;Penis;25;-;-;-;-;-;-;-;-;1;1;1;2;3;1;7;5;1;3
C61;Prostate;2298;-;-;-;-;-;-;-;-;6;23;84;201;357;485;393;366;257;126
C62;Testis;119;-;-;-;1;13;26;20;23;15;10;3;4;2;1;-;-;-;1
C63;Male genital organs, NOS;2;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-
C64;Kidney;299;3;1;-;-;-;2;4;4;6;20;27;40;41;53;30;35;17;16
C65;Renal pelvis;33;-;-;-;-;-;-;-;-;-;1;3;2;5;5;4;5;3;5
C66;Ureter;38;-;-;-;-;-;-;-;-;-;-;2;3;4;7;5;10;2;5
C67;Bladder;679;-;1;-;-;-;-;-;1;5;5;25;53;75;109;113;106;102;84
C68;Urinary organs, NOS;15;-;-;-;-;-;-;-;-;-;-;-;1;2;5;1;1;4;1
C69;Eye and adnexa;24;1;-;1;-;-;-;1;-;2;1;1;-;4;7;2;4;-;-
C70;Meninges;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
C71;Brain;168;6;1;4;3;4;1;4;7;6;9;12;19;29;25;7;21;8;2
C72;Spinal cord, cranial nerves and CNS, NOS;4;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;1;-;-
C73;Thyroid gland;108;-;-;-;1;-;5;4;7;3;9;14;16;17;13;9;4;3;3
C74;Adrenal gland;14;1;2;-;2;-;-;-;-;-;1;5;1;-;-;2;-;-;-
C75;Endocrine glands, NOS;6;-;-;-;-;-;-;-;-;1;2;-;1;1;1;-;-;-;-
C81;Hodgkin's disease;77;-;2;5;6;9;7;6;4;8;7;4;3;6;1;1;6;2;-
C82-C86;Non-Hodgkin-lymphoma;353;-;2;1;-;4;6;2;9;14;16;31;25;52;55;32;41;34;29
C88;Malignant immunoproliferative diseases;59;-;-;-;1;-;-;1;1;3;2;2;6;6;4;8;8;10;7
C90;Multiple myeloma;138;-;-;-;-;1;-;-;1;2;8;5;11;17;14;22;22;18;17
C91;Lymphoid leukaemia;193;4;3;1;-;1;1;3;4;4;5;13;27;22;26;24;20;22;13
C92;Myeloid leukaemia;112;1;-;1;1;-;3;6;4;2;4;8;13;13;10;14;15;14;3
C93;Monocytic leukaemia;30;-;-;1;-;-;-;-;-;1;-;2;3;3;7;3;5;3;2
C94-C95;Leukaemia other;8;-;-;-;-;-;-;-;-;-;1;-;-;2;2;-;2;1;-
C96;Lymphoid, haematopoietic and related tissue, NOS;9;2;1;-;1;-;-;-;-;-;2;-;-;-;1;-;1;1;-
C76;Other and ill-defined sites;4;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;1
C80;Unknown primary site;166;-;-;-;1;-;-;-;1;-;4;9;18;25;31;23;19;25;10
MPD;Myeloproliferative Disorders;105;-;-;-;-;3;-;1;3;3;5;8;12;10;15;9;18;13;5
MDS;Myelodysplastic syndromes;158;-;-;-;-;-;1;1;-;-;2;3;5;13;24;21;36;31;21
Total;;12119;22;16;18;24;52;84;99;121;182;364;679;1214;1705;2015;1609;1676;1313;926
Total excl. non-melanoma;;11055;22;16;18;24;51;81;94;117;180;344;653;1164;1614;1912;1490;1464;1127;684
Total excl. non-melanoma and MDS, MPD;;10792;22;16;18;24;48;80;92;114;177;337;642;1147;1591;1873;1460;1410;1083;658
