icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C88;Malignant immunoproliferative diseases;74;-;-;1;-;-;-;-;-;1;-;6;8;5;8;16;12;6;11
C90;Multiple myeloma;123;-;-;-;-;-;-;-;-;3;1;9;11;13;19;21;19;13;14
C91;Lymphoid leukaemia;118;-;3;-;3;1;-;-;-;-;2;6;9;15;18;23;16;8;14
C92;Myeloid leukaemia;117;1;-;1;1;1;3;2;-;6;4;7;7;12;13;18;15;9;17
C93;Monocytic leukaemia;27;-;-;-;-;1;-;1;-;-;-;-;1;1;5;1;7;3;7
C94-C95;Leukaemia other;9;1;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3;2
C96;Lymphoid, haematopoietic and related tissue, NOS;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-
C76;Other and ill-defined sites;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C80;Unknown primary site;111;-;-;-;-;-;-;1;-;2;3;5;4;13;14;25;14;13;17
MPN;Myeloproliferative neoplasms;152;-;-;-;-;1;2;2;6;2;2;7;15;11;16;28;21;20;19
MDS;Myelodysplastic syndromes;156;-;1;-;-;-;-;-;-;1;2;4;9;9;15;31;23;29;32
Total;;12031;10;7;10;18;44;85;157;233;372;646;845;1072;1372;1534;1812;1429;1076;1309
Total excl. non-melanoma;;11135;10;7;10;18;43;84;157;232;368;634;823;1028;1321;1461;1687;1298;946;1008
Total excl. non-melanoma and MDS, MPN;;10827;10;6;10;18;42;82;155;226;365;630;812;1004;1301;1430;1628;1254;897;957
