icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C73;Thyroid gland;159;-;-;1;3;7;8;14;12;20;15;13;10;16;16;7;9;7;1
C74;Adrenal gland;5;2;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-
C75;Endocrine glands, NOS;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
C81;Hodgkin's disease;56;-;-;1;3;7;9;4;7;4;3;-;5;2;3;4;1;1;2
C82-C85;Non-Hodgkin-lymphoma;451;-;1;1;-;4;7;6;15;10;20;24;41;43;54;84;59;44;38
C88;Malignant immunoproliferative diseases;12;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;6;2;-
C90;Multiple myeloma;170;-;-;-;-;-;-;-;-;5;4;10;15;23;17;30;32;22;12
C91;Lymphoid leukaemia;166;7;2;2;3;1;2;1;2;1;5;9;17;16;19;25;26;17;11
C92;Myeloid leukaemia;139;3;-;1;2;3;2;3;6;3;2;8;12;10;17;17;20;20;10
C93;Monocytic leukaemia;4;-;-;-;-;-;-;-;1;1;-;-;-;1;1;-;-;-;-
C94-C95;Leukaemia other;18;-;-;-;-;-;-;-;2;-;1;1;2;1;-;1;2;5;3
C96;Lymphoid, haematopoietic and related tissue, NOS;4;1;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-
C76;Other and ill-defined sites;26;4;-;-;-;-;-;-;1;1;1;-;1;2;3;2;2;4;5
C80;Unknown primary site;345;1;-;-;-;-;-;3;5;9;7;27;17;25;35;55;58;59;44
Total;;15149;32;12;17;32;56;114;224;419;642;1013;1342;1579;1519;1757;1963;1871;1441;1116
Total excl. non-melanoma;;14577;32;11;17;32;55;112;220;413;633;1009;1332;1543;1492;1709;1881;1785;1325;976
