icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C82-C86;Non-Hodgkin lymphoma;886;1;1;2;4;6;12;15;17;12;28;43;72;74;136;119;135;111;98
C88;Malignant immunoproliferative diseases;155;-;-;-;-;-;-;1;2;2;3;14;20;13;20;16;21;26;17
C90;Multiple myeloma;400;-;-;-;-;-;-;1;-;2;11;15;30;38;55;71;60;64;53
C91;Lymphoid leukaemia;395;10;10;5;5;4;4;2;2;4;9;18;41;33;53;63;54;42;36
C92;Myeloid leukaemia;307;4;5;5;2;1;5;5;6;10;17;13;21;26;32;39;42;31;43
C93;Monocytic leukaemia;57;1;-;-;-;-;-;-;-;1;3;1;5;1;7;8;6;18;6
C94-C95;Leukaemia other;9;-;-;1;-;-;-;1;-;-;-;-;-;1;-;1;-;1;4
C96;Lymphoid, haematopoietic and related tissue, NOS;17;3;3;-;1;-;2;-;-;1;1;-;1;2;2;-;-;1;-
C76;Other and ill-defined sites;12;-;-;-;-;-;-;-;-;-;2;-;-;1;3;1;-;-;5
C80;Unknown primary site;400;-;-;-;1;-;1;4;1;4;10;21;28;39;42;36;52;78;83
MPN;Myeloproliferative neoplasms;396;-;-;-;-;2;1;4;14;12;14;15;32;40;46;61;61;59;35
MDS;Myelodysplastic syndromes;361;-;1;-;2;-;-;1;-;3;7;11;16;20;46;36;63;74;81
Total;;35035;61;39;48;67;130;268;513;725;1161;1958;2634;3181;3888;4383;4074;3986;3750;4169
Total excl. non-melanoma;;31973;60;39;48;66;127;261;503;716;1135;1904;2551;3061;3728;4135;3723;3529;3194;3193
Total excl. non-melanoma and MDS, MPN;;31216;60;38;48;64;125;260;498;702;1120;1883;2525;3013;3668;4043;3626;3405;3061;3077
