icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C88;Malignant immunoproliferative diseases;8;-;-;-;-;1;-;-;-;-;1;-;1;-;1;1;1;-;2
C90;Multiple myeloma;183;-;-;-;-;-;-;-;1;1;6;6;17;11;29;32;34;29;17
C91;Lymphoid leukaemia;176;2;9;5;-;2;-;1;3;5;8;8;12;11;20;17;30;23;20
C92;Myeloid leukaemia;123;3;3;1;1;-;2;2;1;10;2;11;7;7;14;20;10;11;18
C93;Monocytic leukaemia;5;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;1;1;-
C94-C95;Leukaemia other;18;-;1;1;-;-;-;-;-;-;1;-;-;2;1;3;3;3;3
C96;Lymphoid, haematopoietic and related tissue, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C76;Other and ill-defined sites;11;-;-;-;-;-;-;-;1;-;-;1;2;-;-;5;-;-;2
C80;Unknown primary site;305;-;-;-;-;-;1;2;3;5;11;19;17;31;31;56;43;50;36
Total;;14526;19;27;22;36;54;86;225;402;648;869;1283;1430;1592;1773;1864;1709;1305;1182
Total excl. non-melanoma;;14020;19;27;22;36;54;85;221;398;642;862;1266;1411;1569;1735;1783;1625;1236;1029
