icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C46;Kaposi's sarcoma;16;-;-;-;-;1;-;-;3;2;2;2;1;1;-;1;-;1;2
C47,C49;Soft tissues;134;3;-;2;-;2;1;3;8;7;6;5;10;15;15;16;14;13;14
C48;Retroperitoneum and peritoneum;12;-;1;-;-;-;-;-;1;-;2;-;1;1;2;1;2;1;-
C50;Breast;75;-;-;-;-;-;-;1;-;-;3;3;4;7;13;11;10;14;9
C60;Penis;60;-;-;-;-;-;-;-;-;2;2;3;10;5;9;7;11;7;4
C61;Prostate;5899;-;-;-;-;-;-;-;-;9;66;218;549;891;1187;1081;951;620;327
C62;Testis;238;3;-;-;9;21;57;65;28;20;16;8;6;2;1;2;-;-;-
C63;Male genital organs, NOS;10;-;-;-;-;-;-;-;-;-;1;1;2;-;3;-;2;-;1
C64;Kidney;737;3;-;-;-;-;2;6;9;19;35;58;75;84;134;116;87;60;49
C65;Renal pelvis;90;-;-;-;-;-;-;-;-;1;1;4;5;8;13;12;20;17;9
C66;Ureter;77;-;-;-;-;-;-;-;-;-;-;2;2;3;11;13;20;19;7
C67;Bladder;1075;1;-;-;-;-;-;1;3;9;11;25;57;74;144;193;188;207;162
C68;Urinary organs, NOS;32;-;-;-;-;-;-;-;-;-;-;-;1;2;6;7;3;7;6
C69;Eye and adnexa;36;1;-;-;1;-;-;-;2;1;-;3;-;7;3;4;3;3;8
C70;Meninges;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;1
C71;Brain;317;3;3;10;5;4;8;13;9;21;17;23;28;38;38;33;32;21;11
C72;Spinal cord, cranial nerves and CNS, NOS;13;-;-;-;-;1;1;1;-;3;-;2;2;1;2;-;-;-;-
C73;Thyroid gland;126;-;-;-;-;2;3;1;8;5;13;15;10;18;19;13;8;5;6
C74;Adrenal gland;19;1;-;-;-;-;-;1;2;1;2;1;-;4;3;3;-;1;-
C75;Endocrine glands, NOS;12;-;-;2;-;-;1;-;-;4;1;1;1;-;2;-;-;-;-
C81;Hodgkin's disease;125;1;1;1;12;12;12;12;4;7;8;7;8;15;7;8;3;4;3
C82-C86;Non-Hodgkin lymphoma;686;1;1;2;7;2;7;12;15;23;23;26;49;64;91;126;81;92;64
C88;Malignant immunoproliferative diseases;116;-;-;-;1;-;1;2;2;1;-;12;8;16;17;17;15;18;6
C90;Multiple myeloma;294;-;-;-;-;-;-;3;3;-;12;14;31;26;35;60;50;34;26
C91;Lymphoid leukaemia;408;14;8;5;5;4;1;3;3;6;9;23;37;53;46;61;47;52;31
C92;Myeloid leukaemia;231;1;1;1;6;3;7;3;6;7;9;13;17;28;22;28;33;23;23
C93;Monocytic leukaemia;54;-;-;-;1;-;-;1;-;-;1;-;-;1;5;12;22;10;1
C94-C95;Leukaemia other;8;-;-;1;-;-;-;-;1;-;-;-;2;1;-;-;2;-;1
C96;Lymphoid, haematopoietic and related tissue, NOS;13;6;2;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;2
C76;Other and ill-defined sites;8;-;-;-;-;-;-;-;-;-;-;2;-;2;2;-;2;-;-
C80;Unknown primary site;238;-;-;-;-;-;-;1;1;3;6;12;14;23;34;34;31;43;36
MPN;Myeloproliferative neoplasms;240;-;-;-;-;2;-;2;5;3;12;14;15;31;33;36;39;34;14
MDS;Myelodysplastic syndromes;276;1;2;1;-;-;-;-;-;-;4;5;7;19;40;47;48;56;46
Total;;25083;43;22;31;56;67;122;178;191;282;581;1125;1919;2976;3824;4107;3822;3250;2487
Total excl. non-melanoma;;22127;43;22;31;56;66;120;172;187;270;554;1067;1840;2832;3592;3673;3246;2644;1712
Total excl. non-melanoma and MDS, MPN;;21611;42;20;30;56;64;120;170;182;267;538;1048;1818;2782;3519;3590;3159;2554;1652
